permno_x,date,cfacpr_x,ticker,permno_y,cfacpr_y,open_price,close_price,adj_prc,adj_ret
14593,2018-01-02,4.0,AAPL,14593.0,4.0,42.540000915527344,43.064998626708984,43.064998626708984,
14593,2018-01-03,4.0,AAPL,14593.0,4.0,43.13249969482422,43.057498931884766,43.057498931884766,-0.0001741482657233
14593,2018-01-04,4.0,AAPL,14593.0,4.0,43.1349983215332,43.25749969482422,43.25749969482422,0.0046449693526289
14593,2018-01-05,4.0,AAPL,14593.0,4.0,43.36000061035156,43.75,43.75,0.0113853160411558
14593,2018-01-08,4.0,AAPL,14593.0,4.0,43.587501525878906,43.587501525878906,43.587501525878906,-0.0037142508370535
14593,2018-01-09,4.0,AAPL,14593.0,4.0,43.63750076293945,43.58250045776367,43.58250045776367,-0.0001147362877008
14593,2018-01-10,4.0,AAPL,14593.0,4.0,43.290000915527344,43.5724983215332,43.5724983215332,-0.0002294989072543
14593,2018-01-11,4.0,AAPL,14593.0,4.0,43.647499084472656,43.81999969482422,43.81999969482422,0.0056802199282821
14593,2018-01-12,4.0,AAPL,14593.0,4.0,44.04499816894531,44.272499084472656,44.272499084472656,0.0103263211501547
14593,2018-01-16,4.0,AAPL,14593.0,4.0,44.474998474121094,44.04750061035156,44.04750061035156,-0.0050821272522202
14593,2018-01-17,4.0,AAPL,14593.0,4.0,44.037498474121094,44.775001525878906,44.775001525878906,0.0165162814108996
14593,2018-01-18,4.0,AAPL,14593.0,4.0,44.842498779296875,44.814998626708984,44.814998626708984,0.0008932908870358
14593,2018-01-19,4.0,AAPL,14593.0,4.0,44.65250015258789,44.6150016784668,44.6150016784668,-0.0044627235160282
14593,2018-01-22,4.0,AAPL,14593.0,4.0,44.32500076293945,44.25,44.25,-0.0081811423228739
14593,2018-01-23,4.0,AAPL,14593.0,4.0,44.32500076293945,44.2599983215332,44.2599983215332,0.000225950769112
14593,2018-01-24,4.0,AAPL,14593.0,4.0,44.3125,43.55500030517578,43.55500030517578,-0.0159285594914817
14593,2018-01-25,4.0,AAPL,14593.0,4.0,43.627498626708984,42.77750015258789,42.77750015258789,-0.0178509963756215
14593,2018-01-26,4.0,AAPL,14593.0,4.0,43.0,42.877498626708984,42.877498626708984,0.00233764183892
14593,2018-01-29,4.0,AAPL,14593.0,4.0,42.540000915527344,41.9900016784668,41.9900016784668,-0.0206984310341591
14593,2018-01-30,4.0,AAPL,14593.0,4.0,41.38249969482422,41.74250030517578,41.74250030517578,-0.0058942930078028
14593,2018-01-31,4.0,AAPL,14593.0,4.0,41.717498779296875,41.85749816894531,41.85749816894531,0.002754934729084
14593,2018-02-01,4.0,AAPL,14593.0,4.0,41.79249954223633,41.94499969482422,41.94499969482422,0.0020904623951898
14593,2018-02-02,4.0,AAPL,14593.0,4.0,41.5,40.125,40.125,-0.0433901468128702
14593,2018-02-05,4.0,AAPL,14593.0,4.0,39.775001525878906,39.122501373291016,39.122501373291016,-0.0249843894506911
14593,2018-02-06,4.0,AAPL,14593.0,4.0,38.70750045776367,40.75749969482422,40.75749969482422,0.0417917634134052
14593,2018-02-07,4.0,AAPL,14593.0,4.0,40.772499084472656,39.8849983215332,39.8849983215332,-0.0214071368416599
14593,2018-02-08,4.0,AAPL,14593.0,4.0,40.0724983215332,38.787498474121094,38.787498474121094,-0.0275166075867574
14593,2018-02-09,4.0,AAPL,14593.0,4.0,39.26750183105469,39.102500915527344,39.102500915527344,0.008121236320935
14593,2018-02-12,4.0,AAPL,14593.0,4.0,39.625,40.6775016784668,40.6775016784668,0.0402787731235376
14593,2018-02-13,4.0,AAPL,14593.0,4.0,40.48749923706055,41.084999084472656,41.084999084472656,0.0100177589377759
14593,2018-02-14,4.0,AAPL,14593.0,4.0,40.7599983215332,41.842498779296875,41.842498779296875,0.0184373788902068
14593,2018-02-15,4.0,AAPL,14593.0,4.0,42.4474983215332,43.247501373291016,43.247501373291016,0.033578362549641
14593,2018-02-16,4.0,AAPL,14593.0,4.0,43.09000015258789,43.10749816894531,43.10749816894531,-0.0032372553303661
14593,2018-02-20,4.0,AAPL,14593.0,4.0,43.01250076293945,42.962501525878906,42.962501525878906,-0.0033636060830564
14593,2018-02-21,4.0,AAPL,14593.0,4.0,43.20750045776367,42.76750183105469,42.76750183105469,-0.0045388347488741
14593,2018-02-22,4.0,AAPL,14593.0,4.0,42.95000076293945,43.125,43.125,0.0083591080525944
14593,2018-02-23,4.0,AAPL,14593.0,4.0,43.41749954223633,43.875,43.875,0.0173913043478259
14593,2018-02-26,4.0,AAPL,14593.0,4.0,44.087501525878906,44.74250030517578,44.74250030517578,0.0197720867276531
14593,2018-02-27,4.0,AAPL,14593.0,4.0,44.775001525878906,44.59749984741211,44.59749984741211,-0.0032407768178949
14593,2018-02-28,4.0,AAPL,14593.0,4.0,44.814998626708984,44.529998779296875,44.529998779296875,-0.0015135617096515
14593,2018-03-01,4.0,AAPL,14593.0,4.0,44.6349983215332,43.75,43.75,-0.017516254225893
14593,2018-03-02,4.0,AAPL,14593.0,4.0,43.20000076293945,44.0525016784668,44.0525016784668,0.006914324079241
14593,2018-03-05,4.0,AAPL,14593.0,4.0,43.8025016784668,44.20500183105469,44.20500183105469,0.0034617818915476
14593,2018-03-06,4.0,AAPL,14593.0,4.0,44.477500915527344,44.16749954223633,44.16749954223633,-0.0008483720679774
14593,2018-03-07,4.0,AAPL,14593.0,4.0,43.73500061035156,43.75749969482422,43.75749969482422,-0.0092828403613846
14593,2018-03-08,4.0,AAPL,14593.0,4.0,43.869998931884766,44.23500061035156,44.23500061035156,0.0109124360134276
14593,2018-03-09,4.0,AAPL,14593.0,4.0,44.4900016784668,44.994998931884766,44.994998931884766,0.0171809271175946
14593,2018-03-12,4.0,AAPL,14593.0,4.0,45.0724983215332,45.43000030517578,45.43000030517578,0.0096677716105635
14593,2018-03-13,4.0,AAPL,14593.0,4.0,45.647499084472656,44.99250030517578,44.99250030517578,-0.0096302002434756
