date,equity,reserved,free,realized_profit,daily_return,open_positions,cum_return,running_max,drawdown
2023-05-19,5.227866921665198,5.227866921665196,1.7763568394002505e-15,0.0,0.0,54,0.3069667304162995,5.227866921665198,0.0
2023-05-22,5.227866921665198,5.227866921665196,1.7763568394002505e-15,0.0,0.0,61,0.3069667304162995,5.227866921665198,0.0
2023-05-23,4.935716188530022,4.935716188530024,0.0,-0.2921507331351764,-0.055883353098460126,64,0.2339290471325055,5.227866921665198,-0.055883353098460126
2023-05-24,5.115768786604145,5.115768786604146,0.0,0.18005259807412283,0.03647952823797728,65,0.27894219665103615,5.227866921665198,-0.02144242321787097
2023-05-25,5.115768786604145,5.115768786604145,0.0,3.297402647877867e-16,0.0,55,0.27894219665103615,5.227866921665198,-0.02144242321787097
2023-05-26,5.1157687866041455,5.115768786604143,2.6645352591003757e-15,8.92803783285733e-16,1.7361582525501498e-16,58,0.27894219665103637,5.227866921665198,-0.0214424232178708
2023-05-30,5.115768786604146,5.115768786604146,0.0,6.154689937157286e-16,1.7361582525501495e-16,57,0.2789421966510366,5.227866921665198,-0.02144242321787063
2023-05-31,5.115768786604147,5.115768786604145,2.6645352591003757e-15,6.59774065925306e-16,1.7361582525501493e-16,50,0.2789421966510368,5.227866921665198,-0.02144242321787046
2023-06-01,5.115768786604147,5.115768786604148,0.0,3.160207354680107e-16,0.0,46,0.2789421966510368,5.227866921665198,-0.02144242321787046
2023-06-02,6.609863788336899,6.067081427268697,0.5427823610682019,1.4940950017327514,0.2920567883453023,39,0.6524659470842247,6.609863788336899,0.0
2023-06-05,7.504240042427804,4.000000000000015,3.5042400424277886,0.8943762540909048,0.13530933204236847,29,0.8760600106069509,7.504240042427804,0.0
2023-06-06,7.504240042427804,7.000000000000015,0.5042400424277886,0.0,0.0,32,0.8760600106069509,7.504240042427804,0.0
2023-06-07,7.504240042427804,7.504240042427804,0.0,2.978710021002959e-16,0.0,26,0.8760600106069509,7.504240042427804,0.0
2023-06-08,7.5042400424278055,7.504240042427806,0.0,1.4389128647346607e-15,2.367137550714004e-16,23,0.8760600106069514,7.5042400424278055,0.0
2023-06-09,7.5042400424278055,7.504240042427804,1.7763568394002505e-15,-5.584042352355574e-17,0.0,21,0.8760600106069514,7.5042400424278055,0.0
2023-06-12,7.504240042427808,7.504240042427808,0.0,2.8172487028709906e-15,3.550706326071005e-16,19,0.876060010606952,7.504240042427808,0.0
2023-06-13,10.525421805019546,6.504240042427809,4.021181762591737,3.0211817625917377,0.40259663143908575,18,1.6313554512548865,10.525421805019546,0.0
2023-06-14,10.525421805019546,8.50424004242781,2.021181762591736,0.0,0.0,20,1.6313554512548865,10.525421805019546,0.0
2023-06-15,11.603420228063106,8.50424004242781,3.099180185635296,1.0779984230435609,0.10241854844520014,20,1.9008550570157765,11.603420228063106,0.0
2023-06-16,11.705236012729818,11.70523601272982,0.0,0.10181578466671203,0.0087746356389359,30,1.9263090031824546,11.705236012729818,0.0
2023-06-20,11.705236012729818,11.705236012729813,5.329070518200751e-15,6.359311122938293e-16,0.0,35,1.9263090031824546,11.705236012729818,0.0
2023-06-21,11.705236012729818,11.70523601272982,0.0,-3.0322307608687383e-16,0.0,35,1.9263090031824546,11.705236012729818,0.0
2023-06-22,11.70523601272982,11.705236012729822,0.0,1.6389006553990405e-15,1.517574560195459e-16,37,1.926309003182455,11.70523601272982,0.0
2023-06-23,11.688279156195822,10.705236012729822,0.9830431434660003,-0.016956856533997866,-0.0014486556713215176,36,1.9220697890489555,11.70523601272982,-0.0014486556713215176
2023-06-26,11.837541352333018,10.705236012729827,1.1323053396031906,0.14926219613719638,0.012770245657426262,36,1.9593853380832544,11.837541352333018,0.0
2023-06-27,10.9602192822437,9.705236012729824,1.2549832695138772,-0.8773220700893175,-0.07411353793635608,35,1.7400548205609252,11.837541352333018,-0.07411353793635608
2023-06-28,10.652912307266408,8.000000000000021,2.652912307266387,-0.30730697497729276,-0.028038396592589207,24,1.6632280768166021,11.837541352333018,-0.10007390975940583
2023-06-29,10.652912307266408,9.000000000000016,1.6529123072663925,-5.854445979396092e-16,0.0,17,1.6632280768166021,11.837541352333018,-0.10007390975940583
2023-06-30,10.652912307266408,10.652912307266408,0.0,-1.7826442673229945e-16,0.0,14,1.6632280768166021,11.837541352333018,-0.10007390975940583
2023-07-03,10.65291230726641,10.652912307266412,0.0,1.0046302092110408e-15,1.6674847104379033e-16,13,1.6632280768166026,11.837541352333018,-0.10007390975940568
2023-07-05,11.682875877393915,11.652912307266412,0.029963570127502948,1.0299635701275045,0.09668375561722788,14,1.9207189693484787,11.837541352333018,-0.0130656755770167
2023-07-06,11.773677764186369,11.773677764186367,1.7763568394002505e-15,0.09080188679245278,0.007772220448575772,16,1.9434194410465921,11.837541352333018,-0.005395004439335075
2023-07-07,11.739885164282368,11.739885164282372,0.0,-0.033792599904000305,-0.0028701821623479404,19,1.934971291070592,11.837541352333018,-0.008249701956175448
2023-07-10,11.475874220072471,10.739885164282372,0.7359890557900997,-0.264010944209897,-0.022488375355930082,18,1.8689685550181179,11.837541352333018,-0.030552554917940507
2023-07-11,11.612390132970294,9.739885164282368,1.8725049686879256,0.1365159128978223,0.011895905294870012,17,1.9030975332425735,11.837541352333018,-0.01902009992289063
2023-07-12,11.449074836914502,10.086972857015969,1.362101979898533,-0.16331529605579134,-0.01406388298926522,17,1.8622687092286254,11.837541352333018,-0.03281648645239618
2023-07-13,11.4490748369145,11.449074836914498,1.7763568394002505e-15,-1.799881866300964e-15,-1.551528717126435e-16,19,1.862268709228625,11.837541352333018,-0.032816486452396335
2023-07-14,11.248229930333586,11.248229930333597,0.0,-0.20084490658091347,-0.01754245731134034,29,1.8120574825833966,11.837541352333018,-0.049783261951037334
2023-07-17,10.809477901642198,10.809477901642204,0.0,-0.4387520286913873,-0.039006317563636074,32,1.7023694754105496,11.837541352333018,-0.08684771778965757
2023-07-18,10.416690602210808,10.416690602210803,5.329070518200751e-15,-0.39278729943138974,-0.036337305372696777,35,1.604172650552702,11.837541352333018,-0.12002921112010977
2023-07-19,10.352881078401285,10.35288107840128,5.329070518200751e-15,-0.0638095238095236,-0.00612570021000529,41,1.5882202696003214,11.837541352333018,-0.12541964836634983
2023-07-20,10.352881078401285,10.35288107840128,5.329070518200751e-15,0.0,0.0,48,1.5882202696003214,11.837541352333018,-0.12541964836634983
2023-07-21,10.396395035708347,10.396395035708359,0.0,0.0435139573070607,0.004203077092988362,61,1.5990987589270866,11.837541352333018,-0.12174371972442072
2023-07-24,10.563077311993482,10.563077311993478,3.552713678800501e-15,0.16668227628513443,0.016032699384030118,62,1.6407693279983704,11.837541352333018,-0.10766290080062586
2023-07-25,10.858725960442147,10.858725960442143,3.552713678800501e-15,0.2956486484486646,0.027988874805733106,54,1.7146814901105367,11.837541352333018,-0.08268738944662353
2023-07-26,11.029455549938193,11.029455549938193,0.0,0.17072958949604636,0.015722801193989663,54,1.7573638874845483,11.837541352333018,-0.06826466563815313
2023-07-27,10.97492632389936,10.974926323899355,5.329070518200751e-15,-0.05452922603883248,-0.004943963534005825,53,1.7437315809748402,11.837541352333018,-0.07287113115458282
2023-07-28,11.13712828387966,11.137128283879665,0.0,0.1622019599802992,0.014779321080915411,54,1.784282070969915,11.837541352333018,-0.0591687959185305
2023-07-31,11.13712828387966,11.137128283879658,1.7763568394002505e-15,3.7304798967554544e-16,0.0,49,1.784282070969915,11.837541352333018,-0.0591687959185305
2023-08-01,11.175644875254253,11.175644875254251,1.7763568394002505e-15,0.03851659137459375,0.003458395233746548,41,1.7939112188135633,11.837541352333018,-0.055915029766575114
2023-08-02,11.074244125751022,11.074244125751022,0.0,-0.10140074950323066,-0.00907336897647475,41,1.7685610314377556,11.837541352333018,-0.06448106104664716
2023-08-03,10.489509234471317,10.489509234471317,0.0,-0.5847348912797055,-0.052801336564363505,45,1.6223773086178293,11.837541352333018,-0.11387771140465938
2023-08-04,10.424106105383418,10.424106105383427,0.0,-0.06540312908789936,-0.006235099052391058,52,1.6060265263458544,11.837541352333018,-0.11940277164658279
2023-08-07,10.39817917434374,10.398179174343738,1.7763568394002505e-15,-0.025926931039677414,-0.0024872090496361873,48,1.599544793585935,11.837541352333018,-0.12159300104202794
2023-08-08,10.297573928444878,10.297573928444878,0.0,-0.10060524589886234,-0.009675275277722986,47,1.5743934821112195,11.837541352333018,-0.13009183056282486
2023-08-09,10.297573928444878,10.297573928444876,1.7763568394002505e-15,-3.1793232589295554e-16,0.0,49,1.5743934821112195,11.837541352333018,-0.13009183056282486
2023-08-10,10.227645772525138,10.227645772525138,0.0,-0.06992815591973955,-0.006790740848830269,45,1.5569114431312845,11.837541352333018,-0.13599915150375305
2023-08-11,10.179396632648903,10.179396632648888,1.4210854715202004e-14,-0.04824913987623438,-0.004717521602659382,56,1.5448491581622257,11.837541352333018,-0.14007509417125014
2023-08-14,10.505446745987047,10.505446745987047,0.0,0.3260501133381444,0.03203039680096434,58,1.6263616864967618,11.837541352333018,-0.11253135821852338
2023-08-15,10.722400849612631,10.722400849612633,0.0,0.21695410362558473,0.020651582828541567,53,1.6806002124031578,11.837541352333018,-0.09420372605503992
2023-08-16,10.82283075829846,10.82283075829846,0.0,0.10042990868582932,0.00936636394165931,53,1.705707689574615,11.837541352333018,-0.08571970849627249
2023-08-17,10.812299481159936,10.812299481159933,3.552713678800501e-15,-0.010531277138524822,-0.0009730612418982035,54,1.703074870289984,11.837541352333018,-0.08660935921216616
2023-08-18,10.812299481159936,10.812299481159931,5.329070518200751e-15,1.6663268716864954e-16,0.0,64,1.703074870289984,11.837541352333018,-0.08660935921216616
2023-08-21,11.14207213959492,11.142072139594921,0.0,0.32977265843498316,0.030499771025543715,67,1.7855180348987298,11.837541352333018,-0.05875115381126258
2023-08-22,11.137187180524958,11.137187180524954,3.552713678800501e-15,-0.004884959069961775,-0.00043842464927169086,57,1.7842967951312394,11.837541352333018,-0.05916382050653026
2023-08-23,11.203464451976364,8.301068216598754,2.9023962353776103,0.06627727145140618,0.005950988375889233,46,1.800866112994091,11.837541352333018,-0.05356491533874858
2023-08-24,11.22644593980688,6.296774224336466,4.9296717154704135,0.02298148783051454,0.0020512840406666484,37,1.8066114849517199,11.837541352333018,-0.051623508154055975
2023-08-25,11.630965771049821,4.703380372064541,6.92758539898528,0.40451983124294166,0.03603275991456833,34,1.9077414427624553,11.837541352333018,-0.017450885714750505
2023-08-28,11.730292347329804,3.7161244589311284,8.014167888398676,0.09932657627998372,0.008539839101514096,26,1.932573086832451,11.837541352333018,-0.00906007436941929
2023-08-29,11.730292347329804,3.716124458931123,8.014167888398681,-2.523830497878912e-16,0.0,12,1.932573086832451,11.837541352333018,-0.00906007436941929
2023-08-30,12.384953206891186,1.374249407734231,11.010703799156955,0.6546608595613826,0.05580942402602642,6,2.0962383017227966,12.384953206891186,0.0
2023-08-31,12.597419729996988,0.0,12.597419729996988,0.21246652310580155,0.017155214037270775,0,2.149354932499247,12.597419729996988,0.0
