train_period,val_period,ticker,date,exit_date,exdate,strike,r_long,r_hat,delta_long,delta_short,signal,signal_num,entry_premium,exit_premium,entry_date,trade_profit,trade_cost,trade_return,strike_key,call_exit_premium,put_exit_premium
2023-01 -> 2023-03,2023-04,COIN,2023-04-21,2023-05-02,2023-05-19,60.0,-0.0481060606060605,-0.1142648455256024,0.2123364588825427,0.0084934583553017,short,-1,13.2,12.565,2023-04-21,0.6349999999999998,13.2,0.0481060606060605,60.0,1.9649999999999999,10.6
2023-01 -> 2023-03,2023-04,TSLA,2023-04-21,2023-05-02,2023-05-26,165.0,-0.1584905660377357,-0.0407938079427176,0.2123364588825427,0.0084934583553017,short,-1,19.875,16.725,2023-04-21,3.1499999999999986,19.875,0.1584905660377357,165.0,6.425,10.3
2023-01 -> 2023-03,2023-04,MARA,2023-04-21,2023-05-02,2023-05-19,9.0,-0.1452282157676349,-0.1794027019342177,0.2123364588825427,0.0084934583553017,short,-1,2.41,2.06,2023-04-21,0.3500000000000001,2.41,0.1452282157676349,9.0,1.2850000000000001,0.775
2023-01 -> 2023-03,2023-04,BABA,2023-04-21,2023-05-02,2023-05-19,90.0,0.1919753086419753,-0.0698802166174272,0.2123364588825427,0.0084934583553017,short,-1,8.1,9.655,2023-04-21,-1.5549999999999995,8.1,-0.1919753086419753,90.0,0.705,8.95
2023-01 -> 2023-03,2023-04,MSFT,2023-04-21,2023-05-02,2023-05-26,285.0,0.2996005326231691,-0.0171348500281364,0.2123364588825427,0.0084934583553017,short,-1,18.775,24.4,2023-04-21,-5.625,18.775,-0.2996005326231691,285.0,22.775,1.625
2023-01 -> 2023-03,2023-04,MSFT,2023-04-21,2023-05-02,2023-05-19,285.0,0.3455587392550144,-0.073500524439391,0.2123364588825427,0.0084934583553017,short,-1,17.45,23.48,2023-04-21,-6.030000000000001,17.45,-0.3455587392550144,285.0,22.425,1.0550000000000002
2023-01 -> 2023-03,2023-04,MARA,2023-04-24,2023-05-03,2023-05-26,9.0,-0.0732673267326732,-0.1558504722771101,0.2123364588825427,0.0084934583553017,short,-1,2.525,2.34,2023-04-24,0.185,2.525,0.0732673267326732,9.0,1.4249999999999998,0.915
2023-01 -> 2023-03,2023-04,MSFT,2023-04-24,2023-05-03,2023-05-26,280.0,0.452910052910053,-0.0863365901740684,0.2123364588825427,0.0084934583553017,short,-1,18.9,27.46,2023-04-24,-8.560000000000002,18.9,-0.452910052910053,280.0,26.1,1.3599999999999999
2023-01 -> 2023-03,2023-04,NIO,2023-04-24,2023-05-03,2023-05-26,8.5,-0.0369003690036899,-0.1193595646695909,0.2123364588825427,0.0084934583553017,short,-1,1.355,1.3050000000000002,2023-04-24,0.0499999999999998,1.355,0.0369003690036899,8.5,0.235,1.07
2023-01 -> 2023-03,2023-04,INTC,2023-04-24,2023-05-03,2023-05-26,30.0,-0.2352941176470589,-0.1079744278620719,0.2123364588825427,0.0084934583553017,short,-1,2.8049999999999997,2.1449999999999996,2023-04-24,0.6600000000000001,2.8049999999999997,0.2352941176470589,30.0,1.4049999999999998,0.74
2023-01 -> 2023-03,2023-04,TSLA,2023-04-24,2023-05-03,2023-05-26,165.0,-0.1274638633377134,-0.0311126496999926,0.2123364588825427,0.0084934583553017,short,-1,19.025,16.6,2023-04-24,2.424999999999997,19.025,0.1274638633377134,165.0,6.425,10.175
2023-01 -> 2023-03,2023-04,F,2023-04-25,2023-05-04,2023-05-26,12.0,-0.1991525423728812,-0.1704360702143536,0.2123364588825427,0.0084934583553017,short,-1,1.18,0.945,2023-04-25,0.2349999999999998,1.18,0.1991525423728812,12.0,0.275,0.67
2023-01 -> 2023-03,2023-04,AAPL,2023-04-25,2023-05-04,2023-05-26,165.0,-0.0186046511627906,-0.1324931416481722,0.2123364588825427,0.0084934583553017,short,-1,10.75,10.55,2023-04-25,0.1999999999999993,10.75,0.0186046511627906,165.0,5.7,4.85
2023-01 -> 2023-03,2023-04,SOFI,2023-04-25,2023-05-04,2023-05-26,5.5,-0.1384615384615384,0.2200093457336204,0.2123364588825427,0.0084934583553017,long,1,0.975,0.84,2023-04-25,-0.135,0.975,-0.1384615384615384,5.5,0.125,0.715
2023-01 -> 2023-03,2023-04,NIO,2023-04-25,2023-05-04,2023-05-26,8.0,-0.1839080459770115,-0.1837731054928947,0.2123364588825427,0.0084934583553017,short,-1,1.305,1.065,2023-04-25,0.24,1.305,0.1839080459770115,8.0,0.565,0.5
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-25,2023-05-04,2023-05-26,104.0,-0.253448275862069,0.2124171886927727,0.2123364588825427,0.0084934583553017,long,1,8.7,6.494999999999999,2023-04-25,-2.205,8.7,-0.253448275862069,104.0,3.7249999999999996,2.77
2023-01 -> 2023-03,2023-04,MARA,2023-04-25,2023-05-04,2023-05-26,9.0,-1.6885521287074623e-16,-0.103170799266029,0.2123364588825427,0.0084934583553017,short,-1,2.6300000000000003,2.63,2023-04-25,4.440892098500626e-16,2.6300000000000003,1.6885521287074623e-16,9.0,1.91,0.72
2023-01 -> 2023-03,2023-04,NIO,2023-04-26,2023-05-05,2023-05-26,7.5,-0.095617529880478,-0.0602980572075121,0.2123364588825427,0.0084934583553017,short,-1,1.255,1.135,2023-04-26,0.1199999999999998,1.255,0.095617529880478,7.5,0.905,0.22999999999999998
2023-01 -> 2023-03,2023-04,MARA,2023-04-26,2023-05-05,2023-05-26,9.5,-0.1458699472759225,-0.1449484381475624,0.2123364588825427,0.0084934583553017,short,-1,2.845,2.43,2023-04-26,0.415,2.845,0.1458699472759226,9.5,1.685,0.745
2023-01 -> 2023-03,2023-04,AAPL,2023-04-26,2023-05-05,2023-05-26,165.0,0.0342168674698795,-0.1071398009291412,0.2123364588825427,0.0084934583553017,short,-1,10.375,10.73,2023-04-26,-0.3550000000000004,10.375,-0.0342168674698795,165.0,9.725000000000001,1.005
2023-01 -> 2023-03,2023-04,INTC,2023-04-26,2023-05-05,2023-05-26,29.0,-0.0721830985915493,-0.1698972820331204,0.2123364588825427,0.0084934583553017,short,-1,2.84,2.635,2023-04-26,0.205,2.84,0.0721830985915493,29.0,2.34,0.295
2023-01 -> 2023-03,2023-04,TSLA,2023-04-26,2023-05-05,2023-05-26,155.0,0.0478203434610302,-0.0342976180685935,0.2123364588825427,0.0084934583553017,short,-1,18.925,19.83,2023-04-26,-0.9049999999999976,18.925,-0.0478203434610302,155.0,17.65,2.18
2023-01 -> 2023-03,2023-04,PLTR,2023-04-26,2023-05-05,2023-05-26,7.5,-0.0782608695652172,0.2591859958374222,0.2123364588825427,0.0084934583553017,long,1,1.15,1.06,2023-04-26,-0.0899999999999998,1.15,-0.0782608695652172,7.5,0.485,0.575
2023-01 -> 2023-03,2023-04,F,2023-04-26,2023-05-05,2023-05-26,11.5,-0.1802575107296138,-0.0242623808105231,0.2123364588825427,0.0084934583553017,short,-1,1.165,0.955,2023-04-26,0.21,1.165,0.1802575107296138,11.5,0.74,0.215
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-26,2023-05-05,2023-05-26,104.0,-0.1717314487632508,-0.1105397137136191,0.2123364588825427,0.0084934583553017,short,-1,7.075,5.86,2023-04-26,1.215,7.075,0.1717314487632508,104.0,3.825,2.035
2023-01 -> 2023-03,2023-04,NVDA,2023-04-26,2023-05-05,2023-05-26,27.0,0.0370994940978078,-0.0757996027232009,0.2123364588825427,0.0084934583553017,short,-1,29.65,30.75,2023-04-26,-1.1000000000000014,29.65,-0.0370994940978078,27.0,,
2023-01 -> 2023-03,2023-04,PLTR,2023-04-27,2023-05-08,2023-05-26,8.0,0.1371681415929206,-0.0932283180451723,0.2123364588825427,0.0084934583553017,short,-1,1.13,1.285,2023-04-27,-0.1550000000000002,1.13,-0.1371681415929206,8.0,0.525,0.76
2023-01 -> 2023-03,2023-04,NVDA,2023-04-27,2023-05-08,2023-05-26,27.0,0.1467576791808874,-0.0621174014660067,0.2123364588825427,0.0084934583553017,short,-1,29.3,33.6,2023-04-27,-4.300000000000001,29.3,-0.1467576791808874,27.0,,
2023-01 -> 2023-03,2023-04,TSLA,2023-04-27,2023-05-08,2023-05-26,160.0,0.0051063829787235,-0.1030971806234078,0.2123364588825427,0.0084934583553017,short,-1,17.625,17.715000000000003,2023-04-27,-0.0900000000000034,17.625,-0.0051063829787235,160.0,14.975000000000001,2.74
2023-01 -> 2023-03,2023-04,MARA,2023-04-27,2023-05-08,2023-05-26,10.0,-0.229310344827586,-0.197631704560081,0.2123364588825427,0.0084934583553017,short,-1,2.9,2.2350000000000003,2023-04-27,0.6649999999999996,2.9,0.229310344827586,10.0,0.76,1.475
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-27,2023-05-08,2023-05-26,108.0,-0.2227941176470589,-0.0236220838776001,0.2123364588825427,0.0084934583553017,short,-1,6.800000000000001,5.285,2023-04-27,1.5150000000000006,6.800000000000001,0.2227941176470589,108.0,2.6550000000000002,2.63
2023-01 -> 2023-03,2023-04,NIO,2023-04-27,2023-05-08,2023-05-26,8.0,-0.2289156626506025,-0.1858504588435418,0.2123364588825427,0.0084934583553017,short,-1,1.245,0.96,2023-04-27,0.2850000000000001,1.245,0.2289156626506025,8.0,0.635,0.325
2023-01 -> 2023-03,2023-04,SOFI,2023-04-28,2023-05-09,2023-05-26,6.0,-0.3041474654377881,0.2797425767192385,0.2123364588825427,0.0084934583553017,long,1,1.085,0.7549999999999999,2023-04-28,-0.33,1.085,-0.3041474654377881,6.0,0.08499999999999999,0.6699999999999999
2023-01 -> 2023-03,2023-04,AAPL,2023-04-28,2023-05-09,2023-05-26,170.0,-0.3134564643799472,-0.1279264794192737,0.2123364588825427,0.0084934583553017,short,-1,9.475,6.505,2023-04-28,2.97,9.475,0.3134564643799472,170.0,4.25,2.255
2023-01 -> 2023-03,2023-04,AAPL,2023-04-28,2023-05-09,2023-06-02,170.0,-0.2606796116504855,-0.1056273125773117,0.2123364588825427,0.0084934583553017,short,-1,10.3,7.615,2023-04-28,2.6850000000000005,10.3,0.2606796116504855,170.0,4.875,2.74
2023-01 -> 2023-03,2023-04,TSLA,2023-04-28,2023-05-09,2023-05-26,165.0,-0.1538461538461537,-0.1330371036886416,0.2123364588825427,0.0084934583553017,short,-1,16.575,14.025000000000002,2023-04-28,2.549999999999997,16.575,0.1538461538461537,165.0,9.225000000000001,4.8
2023-01 -> 2023-03,2023-04,SOFI,2023-04-28,2023-05-09,2023-06-02,6.0,-0.280701754385965,0.3662390989316743,0.2123364588825427,0.0084934583553017,long,1,1.14,0.82,2023-04-28,-0.3199999999999999,1.14,-0.2807017543859649,6.0,0.11499999999999999,0.705
2023-01 -> 2023-03,2023-04,TSLA,2023-04-28,2023-05-09,2023-06-02,165.0,-0.116531165311653,-0.1868348298853101,0.2123364588825427,0.0084934583553017,short,-1,18.45,16.3,2023-04-28,2.1499999999999986,18.45,0.116531165311653,165.0,10.425,5.875
2023-01 -> 2023-03,2023-04,META,2023-04-28,2023-05-09,2023-05-26,240.0,-0.1878787878787878,-0.2324070229952662,0.2123364588825427,0.0084934583553017,short,-1,16.5,13.4,2023-04-28,3.0999999999999996,16.5,0.1878787878787878,240.0,3.5999999999999996,9.8
2023-01 -> 2023-03,2023-04,AMZN,2023-04-28,2023-05-09,2023-05-26,105.0,-0.2034129692832766,-0.0576951712220943,0.2123364588825427,0.0084934583553017,short,-1,7.325,5.834999999999999,2023-04-28,1.490000000000001,7.325,0.2034129692832766,105.0,3.8499999999999996,1.9849999999999999
2023-01 -> 2023-03,2023-04,MARA,2023-04-28,2023-05-09,2023-06-02,10.0,-0.1937086092715231,-0.1869059448874994,0.2123364588825427,0.0084934583553017,short,-1,3.02,2.435,2023-04-28,0.585,3.02,0.1937086092715231,10.0,0.875,1.56
2023-01 -> 2023-03,2023-04,MARA,2023-04-28,2023-05-09,2023-05-26,10.0,-0.2132352941176469,-0.2766002355709278,0.2123364588825427,0.0084934583553017,short,-1,2.72,2.14,2023-04-28,0.5800000000000001,2.72,0.213235294117647,10.0,0.73,1.4100000000000001
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-28,2023-05-09,2023-05-26,107.0,-0.1429687500000001,-0.0404435651802228,0.2123364588825427,0.0084934583553017,short,-1,6.4,5.484999999999999,2023-04-28,0.9150000000000008,6.4,0.1429687500000001,107.0,3.025,2.46
2023-01 -> 2023-03,2023-04,NIO,2023-04-28,2023-05-09,2023-05-26,8.0,-0.2291666666666667,-0.1507770804666974,0.2123364588825427,0.0084934583553017,short,-1,1.2000000000000002,0.925,2023-04-28,0.2750000000000001,1.2000000000000002,0.2291666666666667,8.0,0.55,0.375
2023-01 -> 2023-03,2023-04,NIO,2023-04-28,2023-05-09,2023-06-02,8.0,-0.1684981684981684,-0.1484153487162589,0.2123364588825427,0.0084934583553017,short,-1,1.365,1.135,2023-04-28,0.2299999999999999,1.365,0.1684981684981684,8.0,0.655,0.48
2023-01 -> 2023-03,2023-04,F,2023-04-28,2023-05-09,2023-05-26,12.0,-0.2985781990521328,-0.0463597880679279,0.2123364588825427,0.0084934583553017,short,-1,1.0550000000000002,0.74,2023-04-28,0.3150000000000001,1.0550000000000002,0.2985781990521328,12.0,0.325,0.415
2023-01 -> 2023-03,2023-04,F,2023-04-28,2023-05-09,2023-06-02,12.0,-0.2576419213973799,-0.0255100876386453,0.2123364588825427,0.0084934583553017,short,-1,1.145,0.85,2023-04-28,0.295,1.145,0.2576419213973799,12.0,0.385,0.46499999999999997
2023-01 -> 2023-03,2023-04,NVDA,2023-04-28,2023-05-09,2023-06-02,27.5,0.0105949470252649,-0.1626257750987406,0.2123364588825427,0.0084934583553017,short,-1,30.674999999999997,31.0,2023-04-28,-0.3250000000000028,30.674999999999997,-0.0105949470252649,27.5,,
2023-01 -> 2023-03,2023-04,PLTR,2023-04-28,2023-05-09,2023-05-26,7.5,1.0,0.2207827821166034,0.2123364588825427,0.0084934583553017,long,1,1.09,2.1799999999999997,2023-04-28,1.0899999999999996,1.09,0.9999999999999996,7.5,2.135,0.045
2023-01 -> 2023-03,2023-04,PLTR,2023-04-28,2023-05-09,2023-06-02,8.0,0.5361702127659577,-0.0348786669489366,0.2123364588825427,0.0084934583553017,short,-1,1.1749999999999998,1.805,2023-04-28,-0.6300000000000001,1.1749999999999998,-0.5361702127659577,8.0,1.7,0.10500000000000001
2023-01 -> 2023-03,2023-04,META,2023-04-28,2023-05-09,2023-06-02,240.0,-0.1607629427792915,-0.2468557823897968,0.2123364588825427,0.0084934583553017,short,-1,18.35,15.4,2023-04-28,2.950000000000003,18.35,0.1607629427792917,240.0,4.7,10.7
2023-01 -> 2023-03,2023-04,AMZN,2023-04-28,2023-05-09,2023-06-02,105.0,-0.1585139318885448,-0.0447636573053817,0.2123364588825427,0.0084934583553017,short,-1,8.075,6.795,2023-04-28,1.2799999999999994,8.075,0.1585139318885448,105.0,4.375,2.42
2023-01 -> 2023-03,2023-04,NVDA,2023-04-28,2023-05-09,2023-05-26,27.5,0.0106856634016028,-0.0469088172242298,0.2123364588825427,0.0084934583553017,short,-1,28.075000000000003,28.375000000000004,2023-04-28,-0.3000000000000007,28.075000000000003,-0.0106856634016028,27.5,,
2023-01 -> 2023-03,2023-04,AMD,2023-04-28,2023-05-09,2023-05-26,89.0,-0.0608465608465607,-0.0772249618525142,0.2123364588825427,0.0084934583553017,short,-1,9.45,8.875,2023-04-28,0.5749999999999993,9.45,0.0608465608465607,89.0,7.6,1.275
2023-01 -> 2023-04,2023-05,PLTR,2023-05-01,2023-05-10,2023-06-02,8.0,0.8370044052863436,0.1733357742145893,0.0078081621705529,0.2186285407754823,long,1,1.135,2.085,2023-05-01,0.95,1.135,0.8370044052863436,8.0,2.03,0.055
2023-01 -> 2023-04,2023-05,MARA,2023-05-01,2023-05-10,2023-06-02,9.0,-0.0368217054263564,0.2444290947024734,0.0078081621705529,0.2186285407754823,long,1,2.58,2.4850000000000003,2023-05-01,-0.0949999999999997,2.58,-0.0368217054263564,9.0,1.85,0.635
2023-01 -> 2023-04,2023-05,TSLA,2023-05-01,2023-05-10,2023-06-02,160.0,-0.0617283950617283,0.0125910731050865,0.0078081621705529,0.2186285407754823,long,1,18.225,17.1,2023-05-01,-1.125,18.225,-0.0617283950617283,160.0,13.1,4.0
2023-01 -> 2023-04,2023-05,BABA,2023-05-01,2023-05-10,2023-06-02,84.0,-0.0578034682080925,0.1494065932146921,0.0078081621705529,0.2186285407754823,long,1,8.649999999999999,8.149999999999999,2023-05-01,-0.5,8.649999999999999,-0.0578034682080925,84.0,3.7249999999999996,4.425
2023-01 -> 2023-04,2023-05,F,2023-05-02,2023-05-11,2023-06-02,12.0,-0.3568464730290457,-0.2475470094634851,0.0078081621705529,0.2186285407754823,short,-1,1.205,0.7749999999999999,2023-05-02,0.4300000000000001,1.205,0.3568464730290457,12.0,0.33999999999999997,0.435
2023-01 -> 2023-04,2023-05,NIO,2023-05-02,2023-05-11,2023-06-02,7.5,0.0708333333333335,-0.2450271792204299,0.0078081621705529,0.2186285407754823,short,-1,1.2,1.285,2023-05-02,-0.0850000000000001,1.2,-0.0708333333333335,7.5,1.12,0.165
2023-01 -> 2023-04,2023-05,AAPL,2023-05-02,2023-05-11,2023-06-02,170.0,-0.2628019323671496,0.0270169337198469,0.0078081621705529,0.2186285407754823,long,1,10.35,7.630000000000001,2023-05-02,-2.719999999999999,10.35,-0.2628019323671496,170.0,5.800000000000001,1.83
2023-01 -> 2023-04,2023-05,TSLA,2023-05-02,2023-05-11,2023-06-02,160.0,-0.0037940379403794,0.0317458089227347,0.0078081621705529,0.2186285407754823,long,1,18.45,18.38,2023-05-02,-0.0700000000000002,18.45,-0.0037940379403794,160.0,15.375,3.005
2023-01 -> 2023-04,2023-05,PLTR,2023-05-03,2023-05-12,2023-06-02,7.5,0.8437500000000002,0.2878070366086765,0.0078081621705529,0.2186285407754823,long,1,1.12,2.0650000000000004,2023-05-03,0.9450000000000004,1.12,0.8437500000000002,7.5,2.0300000000000002,0.035
2023-01 -> 2023-04,2023-05,NFLX,2023-05-03,2023-05-12,2023-06-02,320.0,0.0988900100908174,0.1664477944411647,0.0078081621705529,0.2186285407754823,long,1,24.775,27.225,2023-05-03,2.450000000000003,24.775,0.0988900100908174,320.0,24.0,3.2249999999999996
2023-01 -> 2023-04,2023-05,MARA,2023-05-03,2023-05-12,2023-06-02,9.5,-0.2611111111111111,0.0771596215411752,0.0078081621705529,0.2186285407754823,long,1,2.7,1.995,2023-05-03,-0.7050000000000001,2.7,-0.2611111111111111,9.5,0.675,1.32
2023-01 -> 2023-04,2023-05,AAPL,2023-05-03,2023-05-12,2023-06-02,165.0,-0.1193763919821827,0.0904088349113542,0.0078081621705529,0.2186285407754823,long,1,11.225,9.885,2023-05-03,-1.34,11.225,-0.1193763919821826,165.0,8.95,0.935
2023-01 -> 2023-04,2023-05,NIO,2023-05-03,2023-05-12,2023-06-02,7.5,-0.2056451612903227,0.0535614212908497,0.0078081621705529,0.2186285407754823,long,1,1.2400000000000002,0.985,2023-05-03,-0.2550000000000002,1.2400000000000002,-0.2056451612903227,7.5,0.73,0.255
2023-01 -> 2023-04,2023-05,PLTR,2023-05-04,2023-05-15,2023-06-02,7.5,0.8533333333333333,0.012999838360202,0.0078081621705529,0.2186285407754823,long,1,1.125,2.085,2023-05-04,0.96,1.125,0.8533333333333333,7.5,2.06,0.025
2023-01 -> 2023-04,2023-05,NVDA,2023-05-04,2023-05-15,2023-06-02,27.5,-0.047001620745543,0.0132874270506198,0.0078081621705529,0.2186285407754823,long,1,30.85,29.4,2023-05-04,-1.4500000000000028,30.85,-0.047001620745543,27.5,,
2023-01 -> 2023-04,2023-05,AAPL,2023-05-04,2023-05-15,2023-06-02,165.0,-0.1973626373626374,-0.219382891870881,0.0078081621705529,0.2186285407754823,short,-1,11.375,9.13,2023-05-04,2.245000000000001,11.375,0.1973626373626374,165.0,8.325,0.805
2023-01 -> 2023-04,2023-05,SOFI,2023-05-04,2023-05-15,2023-06-02,5.0,-0.2399999999999999,-0.2386659035636434,0.0078081621705529,0.2186285407754823,short,-1,0.75,0.5700000000000001,2023-05-04,0.1799999999999999,0.75,0.2399999999999999,5.0,0.175,0.395
2023-01 -> 2023-04,2023-05,NFLX,2023-05-04,2023-05-15,2023-06-02,320.0,-0.0353178607467204,0.113086132729181,0.0078081621705529,0.2186285407754823,long,1,24.775,23.9,2023-05-04,-0.875,24.775,-0.0353178607467204,320.0,20.325,3.575
2023-01 -> 2023-04,2023-05,BABA,2023-05-04,2023-05-15,2023-06-02,82.0,0.060281690140845,0.1670571743369271,0.0078081621705529,0.2186285407754823,long,1,8.875,9.41,2023-05-04,0.5350000000000001,8.875,0.060281690140845,82.0,7.925,1.4849999999999999
2023-01 -> 2023-04,2023-05,PLTR,2023-05-05,2023-05-16,2023-06-09,7.5,0.7219917012448134,0.1582711940643854,0.0078081621705529,0.2186285407754823,long,1,1.205,2.075,2023-05-05,0.8700000000000001,1.205,0.7219917012448134,7.5,2.04,0.035
2023-01 -> 2023-04,2023-05,NIO,2023-05-05,2023-05-16,2023-06-02,8.0,-0.3168724279835391,0.0083784126573328,0.0078081621705529,0.2186285407754823,long,1,1.215,0.8300000000000001,2023-05-05,-0.385,1.215,-0.3168724279835391,8.0,0.38,0.45
2023-01 -> 2023-04,2023-05,INTC,2023-05-05,2023-05-16,2023-06-09,31.0,-0.0614754098360655,0.0309115354590819,0.0078081621705529,0.2186285407754823,long,1,2.44,2.29,2023-05-05,-0.1499999999999999,2.44,-0.0614754098360655,31.0,0.315,1.975
2023-01 -> 2023-04,2023-05,COIN,2023-05-05,2023-05-16,2023-06-02,58.0,-0.2516556291390728,0.0752514349895846,0.0078081621705529,0.2186285407754823,long,1,11.325,8.475,2023-05-05,-2.8499999999999996,11.325,-0.2516556291390728,58.0,4.175,4.3
2023-01 -> 2023-04,2023-05,PLTR,2023-05-05,2023-05-16,2023-06-02,7.5,0.8097345132743364,0.1023655984329717,0.0078081621705529,0.2186285407754823,long,1,1.13,2.045,2023-05-05,0.915,1.13,0.8097345132743364,7.5,2.02,0.025
2023-01 -> 2023-04,2023-05,AMD,2023-05-05,2023-05-16,2023-06-02,90.0,0.6114649681528663,-0.2877069469505296,0.0078081621705529,0.2186285407754823,short,-1,7.85,12.65,2023-05-05,-4.800000000000001,7.85,-0.6114649681528663,90.0,12.175,0.475
2023-01 -> 2023-04,2023-05,AAPL,2023-05-05,2023-05-16,2023-06-02,175.0,-0.2761904761904761,0.037324808523802,0.0078081621705529,0.2186285407754823,long,1,7.875,5.7,2023-05-05,-2.175,7.875,-0.2761904761904761,175.0,1.625,4.075
2023-01 -> 2023-04,2023-05,PLTR,2023-05-08,2023-05-17,2023-06-09,7.5,1.073529411764706,0.0389838524518955,0.0078081621705529,0.2186285407754823,long,1,1.36,2.82,2023-05-08,1.4599999999999995,1.36,1.0735294117647056,7.5,2.795,0.025
2023-01 -> 2023-04,2023-05,AAPL,2023-05-08,2023-05-17,2023-06-09,175.0,-0.2280701754385966,0.1766071343316016,0.0078081621705529,0.2186285407754823,long,1,8.55,6.6,2023-05-08,-1.950000000000001,8.55,-0.2280701754385966,175.0,2.425,4.175
2023-01 -> 2023-04,2023-05,MSFT,2023-05-08,2023-05-17,2023-06-09,310.0,-0.169657422512235,0.1434769103818726,0.0078081621705529,0.2186285407754823,long,1,15.325,12.724999999999998,2023-05-08,-2.6000000000000014,15.325,-0.169657422512235,310.0,8.774999999999999,3.95
2023-01 -> 2023-04,2023-05,SOFI,2023-05-08,2023-05-17,2023-06-09,5.5,-0.0389610389610389,0.0714485999487374,0.0078081621705529,0.2186285407754823,long,1,0.77,0.74,2023-05-08,-0.03,0.77,-0.0389610389610389,5.5,0.10500000000000001,0.635
2023-01 -> 2023-04,2023-05,NVDA,2023-05-09,2023-05-18,2023-06-09,28.5,0.2798129384255653,0.0842457210628299,0.0078081621705529,0.2186285407754823,long,1,32.074999999999996,41.05,2023-05-09,8.975000000000009,32.074999999999996,0.2798129384255653,28.5,,
2023-01 -> 2023-04,2023-05,NIO,2023-05-09,2023-05-18,2023-06-09,8.0,-0.1396226415094338,0.0374953032731246,0.0078081621705529,0.2186285407754823,long,1,1.325,1.14,2023-05-09,-0.1849999999999998,1.325,-0.1396226415094338,8.0,0.51,0.63
2023-01 -> 2023-04,2023-05,SOFI,2023-05-09,2023-05-18,2023-06-09,5.5,-0.1006711409395972,0.0356282441428987,0.0078081621705529,0.2186285407754823,long,1,0.745,0.67,2023-05-09,-0.0749999999999999,0.745,-0.1006711409395972,5.5,0.125,0.545
2023-01 -> 2023-04,2023-05,AAPL,2023-05-09,2023-05-18,2023-06-09,170.0,-0.0574647887323943,0.1688288447749187,0.0078081621705529,0.2186285407754823,long,1,8.875,8.365,2023-05-09,-0.5099999999999998,8.875,-0.0574647887323943,170.0,6.975,1.39
2023-01 -> 2023-04,2023-05,MSFT,2023-05-10,2023-05-19,2023-06-09,310.0,-0.0299829642248723,0.1775776377024991,0.0078081621705529,0.2186285407754823,long,1,14.675,14.235,2023-05-10,-0.4400000000000013,14.675,-0.0299829642248723,310.0,11.825,2.41
2023-01 -> 2023-04,2023-05,AAPL,2023-05-10,2023-05-19,2023-06-09,175.0,-0.2070063694267516,0.2076103381143575,0.0078081621705529,0.2186285407754823,long,1,7.85,6.225,2023-05-10,-1.625,7.85,-0.2070063694267516,175.0,3.5,2.725
2023-01 -> 2023-04,2023-05,SOFI,2023-05-10,2023-05-19,2023-06-09,5.5,0.0347222222222222,0.061371551029708,0.0078081621705529,0.2186285407754823,long,1,0.72,0.745,2023-05-10,0.025,0.72,0.0347222222222222,5.5,0.095,0.65
2023-01 -> 2023-04,2023-05,AMZN,2023-05-10,2023-05-19,2023-06-09,110.0,0.1641891891891893,0.0210250941715488,0.0078081621705529,0.2186285407754823,long,1,7.4,8.615,2023-05-10,1.215,7.4,0.1641891891891891,110.0,7.625,0.99
2023-01 -> 2023-04,2023-05,TSLA,2023-05-10,2023-05-19,2023-06-09,170.0,-0.0171428571428571,0.0351694849642363,0.0078081621705529,0.2186285407754823,long,1,17.5,17.2,2023-05-10,-0.3000000000000007,17.5,-0.0171428571428571,170.0,13.825,3.375
2023-01 -> 2023-04,2023-05,NIO,2023-05-10,2023-05-19,2023-06-09,8.0,-0.1254901960784314,0.1482391938713031,0.0078081621705529,0.2186285407754823,long,1,1.275,1.115,2023-05-10,-0.1599999999999999,1.275,-0.1254901960784313,8.0,0.615,0.5
2023-01 -> 2023-04,2023-05,F,2023-05-10,2023-05-19,2023-06-09,12.0,-0.1748633879781421,0.0473543282899789,0.0078081621705529,0.2186285407754823,long,1,0.915,0.755,2023-05-10,-0.16,0.915,-0.1748633879781421,12.0,0.215,0.54
2023-01 -> 2023-04,2023-05,RIVN,2023-05-10,2023-05-19,2023-06-09,14.0,-0.2159090909090908,0.1009236796410153,0.0078081621705529,0.2186285407754823,long,1,2.1999999999999997,1.725,2023-05-10,-0.4749999999999998,2.1999999999999997,-0.2159090909090908,14.0,0.615,1.1099999999999999
2023-01 -> 2023-04,2023-05,F,2023-05-11,2023-05-22,2023-06-09,12.0,-0.2166666666666666,0.028470698051999,0.0078081621705529,0.2186285407754823,long,1,0.9,0.7050000000000001,2023-05-11,-0.1949999999999999,0.9,-0.2166666666666666,12.0,0.175,0.53
2023-01 -> 2023-04,2023-05,RIVN,2023-05-11,2023-05-22,2023-06-09,14.0,-0.2396313364055299,0.065119565207479,0.0078081621705529,0.2186285407754823,long,1,2.17,1.65,2023-05-11,-0.52,2.17,-0.2396313364055299,14.0,0.94,0.71
