train_period,val_period,ticker,date,exit_date,exdate,strike,r_long,r_hat,delta_long,delta_short,signal,signal_num,entry_premium,exit_premium,entry_date,trade_profit,trade_cost,trade_return,strike_key,call_exit_premium,put_exit_premium
2023-01 -> 2023-04,2023-05,SOFI,2023-05-11,2023-05-22,2023-06-09,5.0,-0.1544117647058824,0.0417406286164557,0.0078081621705529,0.2186285407754823,long,1,0.68,0.575,2023-05-11,-0.1050000000000001,0.68,-0.1544117647058824,5.0,0.42,0.155
2023-01 -> 2023-04,2023-05,MSFT,2023-05-11,2023-05-22,2023-06-09,310.0,0.0932173913043478,0.097946786777584,0.0078081621705529,0.2186285407754823,long,1,14.375,15.715,2023-05-11,1.34,14.375,0.0932173913043478,310.0,13.875,1.84
2023-01 -> 2023-04,2023-05,META,2023-05-11,2023-05-22,2023-06-09,235.0,0.1094224924012156,0.029730184908932,0.0078081621705529,0.2186285407754823,long,1,16.450000000000003,18.25,2023-05-11,1.7999999999999972,16.450000000000003,0.1094224924012156,235.0,16.15,2.1
2023-01 -> 2023-04,2023-05,NIO,2023-05-11,2023-05-22,2023-06-09,8.5,-0.0988593155893535,0.0949809568143808,0.0078081621705529,0.2186285407754823,long,1,1.315,1.185,2023-05-11,-0.1299999999999999,1.315,-0.0988593155893535,8.5,0.74,0.445
2023-01 -> 2023-04,2023-05,INTC,2023-05-12,2023-05-23,2023-06-16,29.0,-0.0459518599562365,0.0311767685781139,0.0078081621705529,0.2186285407754823,long,1,2.285,2.1799999999999997,2023-05-12,-0.1050000000000004,2.285,-0.0459518599562365,29.0,1.4049999999999998,0.775
2023-01 -> 2023-04,2023-05,AMD,2023-05-12,2023-05-23,2023-06-16,95.0,0.55,-0.2294597648353873,0.0078081621705529,0.2186285407754823,short,-1,10.0,15.5,2023-05-12,-5.5,10.0,-0.55,95.0,14.5,1.0
2023-01 -> 2023-04,2023-05,MSFT,2023-05-12,2023-05-23,2023-06-16,310.0,-0.0340557275541795,0.1115095479295589,0.0078081621705529,0.2186285407754823,long,1,16.15,15.6,2023-05-12,-0.5499999999999989,16.15,-0.0340557275541795,310.0,11.1,4.5
2023-01 -> 2023-04,2023-05,MSFT,2023-05-12,2023-05-23,2023-06-09,310.0,-0.0367647058823529,0.0760167660179487,0.0078081621705529,0.2186285407754823,long,1,13.6,13.1,2023-05-12,-0.5,13.6,-0.0367647058823529,310.0,9.7,3.4000000000000004
2023-01 -> 2023-04,2023-05,TSLA,2023-05-12,2023-05-23,2023-06-16,166.67,0.2389578163771712,0.1996703171842336,0.0078081621705529,0.2186285407754823,long,1,6.716666666666667,8.321666666666667,2023-05-12,1.6050000000000004,6.716666666666667,0.2389578163771712,166.67,7.458333333333334,0.8633333333333333
2023-01 -> 2023-04,2023-05,F,2023-05-12,2023-05-23,2023-06-16,11.35,-0.1898148148148148,0.2030563440313465,0.0078081621705529,0.2186285407754823,long,1,1.08,0.875,2023-05-12,-0.205,1.08,-0.1898148148148148,11.35,0.64,0.235
2023-01 -> 2023-04,2023-05,COIN,2023-05-12,2023-05-23,2023-06-16,55.0,-0.1853281853281852,0.0373186354436467,0.0078081621705529,0.2186285407754823,long,1,12.95,10.55,2023-05-12,-2.3999999999999986,12.95,-0.1853281853281852,55.0,7.3,3.25
2023-01 -> 2023-04,2023-05,RIVN,2023-05-12,2023-05-23,2023-06-16,12.5,0.1033707865168539,0.1791080224839243,0.0078081621705529,0.2186285407754823,long,1,2.225,2.455,2023-05-12,0.2299999999999999,2.225,0.1033707865168539,12.5,2.105,0.35
2023-01 -> 2023-04,2023-05,TSLA,2023-05-15,2023-05-24,2023-06-16,166.67,0.2151238591916558,0.1045737026247669,0.0078081621705529,0.2186285407754823,long,1,6.391666666666667,7.766666666666667,2023-05-15,1.375,6.391666666666667,0.2151238591916558,166.67,6.691666666666666,1.075
2023-01 -> 2023-04,2023-05,META,2023-05-15,2023-05-24,2023-06-16,240.0,0.0957910014513787,0.1115549849016755,0.0078081621705529,0.2186285407754823,long,1,17.225,18.875,2023-05-15,1.6499999999999986,17.225,0.0957910014513787,240.0,14.524999999999999,4.35
2023-01 -> 2023-04,2023-05,MARA,2023-05-15,2023-05-24,2023-06-16,10.0,-0.1663405088062621,0.08807850690684,0.0078081621705529,0.2186285407754823,long,1,2.5549999999999997,2.13,2023-05-15,-0.4249999999999998,2.5549999999999997,-0.1663405088062621,10.0,0.745,1.385
2023-01 -> 2023-04,2023-05,MSFT,2023-05-15,2023-05-24,2023-06-16,310.0,-0.0130293159609122,0.1493014862471992,0.0078081621705529,0.2186285407754823,long,1,15.35,15.15,2023-05-15,-0.200000000000001,15.35,-0.0130293159609121,310.0,9.95,5.2
2023-01 -> 2023-04,2023-05,NIO,2023-05-15,2023-05-24,2023-06-16,7.5,-0.0784982935153583,0.0545389703136217,0.0078081621705529,0.2186285407754823,long,1,1.465,1.35,2023-05-15,-0.1149999999999999,1.465,-0.0784982935153583,7.5,0.895,0.455
2023-01 -> 2023-04,2023-05,AMD,2023-05-15,2023-05-24,2023-06-16,95.0,0.5550617283950616,0.039423827590313,0.0078081621705529,0.2186285407754823,long,1,10.125,15.745,2023-05-15,5.619999999999999,10.125,0.5550617283950616,95.0,14.7,1.045
2023-01 -> 2023-04,2023-05,AMZN,2023-05-15,2023-05-24,2023-06-16,110.0,0.252037617554859,0.0382664632078294,0.0078081621705529,0.2186285407754823,long,1,0.39875,0.49925,2023-05-15,0.1005,0.39875,0.252037617554859,110.0,0.42625,0.073
2023-01 -> 2023-04,2023-05,F,2023-05-15,2023-05-24,2023-06-16,11.35,-0.1632653061224489,0.1793835606123453,0.0078081621705529,0.2186285407754823,long,1,0.98,0.8200000000000001,2023-05-15,-0.1599999999999999,0.98,-0.1632653061224489,11.35,0.425,0.395
2023-01 -> 2023-04,2023-05,RIVN,2023-05-15,2023-05-24,2023-06-16,12.5,0.1618625277161861,0.1253214026281564,0.0078081621705529,0.2186285407754823,long,1,2.255,2.6199999999999997,2023-05-15,0.3649999999999997,2.255,0.1618625277161861,12.5,2.28,0.33999999999999997
2023-01 -> 2023-04,2023-05,NIO,2023-05-16,2023-05-25,2023-06-16,7.5,-0.1094890510948906,0.0536240902098639,0.0078081621705529,0.2186285407754823,long,1,1.37,1.22,2023-05-16,-0.1500000000000001,1.37,-0.1094890510948906,7.5,0.635,0.585
2023-01 -> 2023-04,2023-05,AAPL,2023-05-16,2023-05-25,2023-06-16,170.0,-0.0339832869080779,0.0307981567195406,0.0078081621705529,0.2186285407754823,long,1,8.975,8.67,2023-05-16,-0.3049999999999997,8.975,-0.0339832869080779,170.0,6.1,2.5700000000000003
2023-01 -> 2023-04,2023-05,META,2023-05-16,2023-05-25,2023-06-16,240.0,0.1887905604719763,0.1583259815552284,0.0078081621705529,0.2186285407754823,long,1,16.95,20.15,2023-05-16,3.1999999999999993,16.95,0.1887905604719763,240.0,16.775,3.375
2023-01 -> 2023-04,2023-05,RIVN,2023-05-16,2023-05-25,2023-06-16,12.5,0.252314814814815,0.0806904366312956,0.0078081621705529,0.2186285407754823,long,1,2.1599999999999997,2.705,2023-05-16,0.5450000000000004,2.1599999999999997,0.252314814814815,12.5,2.4,0.305
2023-01 -> 2023-04,2023-05,MSFT,2023-05-16,2023-05-25,2023-06-16,310.0,0.3954983922829583,0.1516779268269718,0.0078081621705529,0.2186285407754823,long,1,15.55,21.700000000000003,2023-05-16,6.150000000000002,15.55,0.3954983922829583,310.0,19.35,2.3499999999999996
2023-01 -> 2023-04,2023-05,TSLA,2023-05-16,2023-05-25,2023-06-16,166.67,0.2568393094289508,0.0750109984280075,0.0078081621705529,0.2186285407754823,long,1,6.275,7.886666666666667,2023-05-16,1.6116666666666664,6.275,0.2568393094289508,166.67,7.008333333333333,0.8783333333333334
2023-01 -> 2023-04,2023-05,AMZN,2023-05-16,2023-05-25,2023-06-16,115.0,-0.0601265822784811,0.1764689214897486,0.0078081621705529,0.2186285407754823,long,1,0.395,0.3712499999999999,2023-05-16,-0.02375,0.395,-0.0601265822784811,115.0,0.195,0.17625
2023-01 -> 2023-04,2023-05,INTC,2023-05-16,2023-05-25,2023-06-16,29.0,0.0690423162583518,0.0743225957656732,0.0078081621705529,0.2186285407754823,long,1,2.245,2.4,2023-05-16,0.1549999999999998,2.245,0.0690423162583518,29.0,0.445,1.955
2023-01 -> 2023-04,2023-05,AMD,2023-05-16,2023-05-25,2023-06-16,100.0,1.070921985815603,0.1052842904337683,0.0078081621705529,0.2186285407754823,long,1,10.575,21.9,2023-05-16,11.325,10.575,1.070921985815603,100.0,21.25,0.65
2023-01 -> 2023-04,2023-05,MARA,2023-05-16,2023-05-25,2023-06-16,9.0,-0.1735357917570497,0.2122759611259103,0.0078081621705529,0.2186285407754823,long,1,2.3049999999999997,1.905,2023-05-16,-0.3999999999999997,2.3049999999999997,-0.1735357917570497,9.0,0.96,0.9450000000000001
2023-01 -> 2023-04,2023-05,AMZN,2023-05-17,2023-05-26,2023-06-16,115.0,0.1359223300970872,0.1960632529461199,0.0078081621705529,0.2186285407754823,long,1,0.38625,0.43875,2023-05-17,0.0524999999999999,0.38625,0.1359223300970873,115.0,0.35624999999999996,0.08249999999999999
2023-01 -> 2023-04,2023-05,MSFT,2023-05-17,2023-05-26,2023-06-16,315.0,0.6397849462365592,0.1424619573025891,0.0078081621705529,0.2186285407754823,long,1,13.95,22.875,2023-05-17,8.925,13.95,0.6397849462365592,315.0,20.85,2.025
2023-01 -> 2023-04,2023-05,AMD,2023-05-17,2023-05-26,2023-06-16,105.0,1.2977995110024452,0.305550300652245,0.0078081621705529,0.2186285407754823,long,1,10.225,23.495,2023-05-17,13.27,10.225,1.2977995110024452,105.0,22.85,0.645
2023-01 -> 2023-04,2023-05,MARA,2023-05-17,2023-05-26,2023-06-16,10.0,-0.0530612244897958,0.0634727928694508,0.0078081621705529,0.2186285407754823,long,1,2.45,2.3200000000000003,2023-05-17,-0.1299999999999999,2.45,-0.0530612244897958,10.0,0.575,1.745
2023-01 -> 2023-04,2023-05,RIVN,2023-05-17,2023-05-26,2023-06-16,12.5,0.423963133640553,0.2807065135148425,0.0078081621705529,0.2186285407754823,long,1,2.17,3.09,2023-05-17,0.92,2.17,0.423963133640553,12.5,2.895,0.195
2023-01 -> 2023-04,2023-05,META,2023-05-17,2023-05-26,2023-06-16,240.0,0.5712143928035981,0.1290184088217514,0.0078081621705529,0.2186285407754823,long,1,16.675,26.2,2023-05-17,9.525,16.675,0.5712143928035981,240.0,24.525,1.6749999999999998
2023-01 -> 2023-04,2023-05,AMZN,2023-05-18,2023-05-30,2023-06-16,120.0,-0.0640522875816992,0.0861881613680493,0.0078081621705529,0.2186285407754823,long,1,0.3824999999999999,0.358,2023-05-18,-0.0244999999999999,0.3824999999999999,-0.0640522875816991,120.0,0.22749999999999998,0.1305
2023-01 -> 2023-04,2023-05,MARA,2023-05-18,2023-05-30,2023-06-16,9.0,-0.2,0.0741243537216639,0.0078081621705529,0.2186285407754823,long,1,2.225,1.78,2023-05-18,-0.445,2.225,-0.2,9.0,1.05,0.73
2023-01 -> 2023-04,2023-05,PLTR,2023-05-18,2023-05-30,2023-06-16,12.0,0.9320987654320988,0.1675591296845196,0.0078081621705529,0.2186285407754823,long,1,1.62,3.1300000000000003,2023-05-18,1.5100000000000002,1.62,0.9320987654320988,12.0,2.9450000000000003,0.185
2023-01 -> 2023-04,2023-05,F,2023-05-18,2023-05-30,2023-06-16,11.35,0.5027027027027028,0.0330781710978815,0.0078081621705529,0.2186285407754823,long,1,0.925,1.39,2023-05-18,0.4650000000000001,0.925,0.5027027027027028,11.35,1.3250000000000002,0.065
2023-01 -> 2023-04,2023-05,MSFT,2023-05-18,2023-05-30,2023-06-16,320.0,0.2797020484171321,0.1036659760598781,0.0078081621705529,0.2186285407754823,long,1,13.425,17.18,2023-05-18,3.754999999999999,13.425,0.2797020484171321,320.0,14.5,2.68
2023-01 -> 2023-04,2023-05,AMD,2023-05-18,2023-05-30,2023-06-16,110.0,0.6933649289099527,0.1343560145860292,0.0078081621705529,0.2186285407754823,long,1,10.55,17.865000000000002,2023-05-18,7.315000000000001,10.55,0.6933649289099527,110.0,16.725,1.14
2023-01 -> 2023-04,2023-05,RIVN,2023-05-18,2023-05-30,2023-06-16,12.5,0.2815315315315315,0.243685226613301,0.0078081621705529,0.2186285407754823,long,1,2.22,2.845,2023-05-18,0.6249999999999996,2.22,0.2815315315315313,12.5,2.63,0.215
2023-01 -> 2023-04,2023-05,RIVN,2023-05-19,2023-05-31,2023-06-16,12.5,0.2442396313364056,0.1687590280325707,0.0078081621705529,0.2186285407754823,long,1,2.17,2.7,2023-05-19,0.5300000000000002,2.17,0.2442396313364056,12.5,2.5,0.2
2023-01 -> 2023-04,2023-05,AMD,2023-05-19,2023-05-31,2023-06-16,105.0,0.5409429280397022,0.014617050602273,0.0078081621705529,0.2186285407754823,long,1,10.075,15.525,2023-05-19,5.449999999999999,10.075,0.5409429280397022,105.0,14.524999999999999,1.0
2023-01 -> 2023-04,2023-05,PLTR,2023-05-19,2023-05-31,2023-06-16,12.0,0.8850931677018636,0.0851539246291175,0.0078081621705529,0.2186285407754823,long,1,1.61,3.035,2023-05-19,1.425,1.61,0.8850931677018633,12.0,2.9000000000000004,0.135
2023-01 -> 2023-04,2023-05,F,2023-05-19,2023-05-31,2023-06-16,11.35,0.0163043478260869,0.2020658384086198,0.0078081621705529,0.2186285407754823,long,1,0.92,0.935,2023-05-19,0.015,0.92,0.0163043478260869,11.35,0.8,0.135
2023-01 -> 2023-04,2023-05,F,2023-05-19,2023-05-31,2023-06-23,11.5,0.0372340425531914,0.1206386971185861,0.0078081621705529,0.2186285407754823,long,1,0.94,0.975,2023-05-19,0.035,0.94,0.0372340425531915,11.5,0.745,0.22999999999999998
2023-01 -> 2023-04,2023-05,AMZN,2023-05-19,2023-05-31,2023-06-23,116.0,0.0862385321100917,0.105792654730468,0.0078081621705529,0.2186285407754823,long,1,8.175,8.88,2023-05-19,0.7050000000000001,8.175,0.0862385321100917,116.0,7.075,1.8050000000000002
2023-01 -> 2023-04,2023-05,AMZN,2023-05-19,2023-05-31,2023-06-16,115.0,0.1121372031662268,0.0255700421993921,0.0078081621705529,0.2186285407754823,long,1,0.379,0.4215,2023-05-19,0.0424999999999999,0.379,0.1121372031662268,115.0,0.36375,0.057749999999999996
2023-01 -> 2023-04,2023-05,MARA,2023-05-19,2023-05-31,2023-06-16,9.0,-0.1247002398081534,0.076192809284761,0.0078081621705529,0.2186285407754823,long,1,2.085,1.825,2023-05-19,-0.26,2.085,-0.1247002398081534,9.0,1.275,0.55
2023-01 -> 2023-04,2023-05,NIO,2023-05-19,2023-05-31,2023-06-16,7.5,-0.1709090909090908,0.0239867034428329,0.0078081621705529,0.2186285407754823,long,1,1.375,1.14,2023-05-19,-0.2349999999999998,1.375,-0.1709090909090908,7.5,0.58,0.56
2023-01 -> 2023-04,2023-05,MSFT,2023-05-19,2023-05-31,2023-06-23,320.0,0.1976351351351349,0.1369589504332438,0.0078081621705529,0.2186285407754823,long,1,14.8,17.724999999999998,2023-05-19,2.924999999999997,14.8,0.1976351351351349,320.0,14.149999999999999,3.575
2023-01 -> 2023-04,2023-05,TSLA,2023-05-19,2023-05-31,2023-06-23,180.0,0.5187580853816297,0.0316233345313155,0.0078081621705529,0.2186285407754823,long,1,19.325000000000003,29.35,2023-05-19,10.024999999999997,19.325000000000003,0.5187580853816297,180.0,26.799999999999997,2.55
2023-01 -> 2023-04,2023-05,META,2023-05-19,2023-05-31,2023-06-23,245.0,0.3966759002770083,0.1619863644448239,0.0078081621705529,0.2186285407754823,long,1,18.05,25.21,2023-05-19,7.16,18.05,0.3966759002770083,245.0,23.0,2.21
2023-01 -> 2023-04,2023-05,MSFT,2023-05-19,2023-05-31,2023-06-16,320.0,0.2102272727272727,0.0467987027090626,0.0078081621705529,0.2186285407754823,long,1,13.2,15.975,2023-05-19,2.7750000000000004,13.2,0.2102272727272727,320.0,13.125,2.8499999999999996
2023-01 -> 2023-04,2023-05,SOFI,2023-05-19,2023-05-31,2023-06-16,5.0,2.2499999999999996,0.0403249384672898,0.0078081621705529,0.2186285407754823,long,1,0.6200000000000001,2.015,2023-05-19,1.395,0.6200000000000001,2.2499999999999996,5.0,1.98,0.035
2023-01 -> 2023-04,2023-05,INTC,2023-05-22,2023-06-01,2023-06-23,30.0,0.0720524017467249,0.0265167385515368,0.0078081621705529,0.2186285407754823,long,1,2.29,2.455,2023-05-22,0.165,2.29,0.0720524017467249,30.0,1.835,0.62
2023-01 -> 2023-04,2023-05,META,2023-05-22,2023-06-01,2023-06-23,250.0,0.5035460992907801,0.1692120271825552,0.0078081621705529,0.2186285407754823,long,1,17.625,26.5,2023-05-22,8.875,17.625,0.5035460992907801,250.0,24.75,1.75
2023-01 -> 2023-04,2023-05,AMZN,2023-05-22,2023-06-01,2023-06-23,115.0,0.2694267515923566,0.0628792141750905,0.0078081621705529,0.2186285407754823,long,1,7.85,9.965,2023-05-22,2.115,7.85,0.2694267515923567,115.0,8.95,1.0150000000000001
2023-01 -> 2023-04,2023-05,MSFT,2023-05-22,2023-06-01,2023-06-23,320.0,0.2422628951747089,0.1734551357603843,0.0078081621705529,0.2186285407754823,long,1,15.025,18.665,2023-05-22,3.639999999999999,15.025,0.2422628951747087,320.0,16.125,2.54
2023-01 -> 2023-04,2023-05,AAPL,2023-05-22,2023-06-01,2023-06-23,175.0,0.1425925925925925,0.1005730832008231,0.0078081621705529,0.2186285407754823,long,1,8.1,9.255,2023-05-22,1.1549999999999994,8.1,0.1425925925925925,175.0,7.375,1.88
2023-01 -> 2023-04,2023-05,F,2023-05-22,2023-06-01,2023-06-23,11.5,0.0786516853932583,0.2009446313781496,0.0078081621705529,0.2186285407754823,long,1,0.89,0.96,2023-05-22,0.0699999999999999,0.89,0.0786516853932583,11.5,0.785,0.175
2023-01 -> 2023-04,2023-05,RIVN,2023-05-22,2023-06-01,2023-06-23,14.0,-0.0632054176072233,0.1360155569113925,0.0078081621705529,0.2186285407754823,long,1,2.215,2.075,2023-05-22,-0.1399999999999996,2.215,-0.0632054176072233,14.0,1.3450000000000002,0.73
2023-01 -> 2023-04,2023-05,MARA,2023-05-23,2023-06-02,2023-06-23,9.5,-0.1029082774049217,0.2104887152610693,0.0078081621705529,0.2186285407754823,long,1,2.235,2.005,2023-05-23,-0.2299999999999999,2.235,-0.1029082774049217,9.5,1.2349999999999999,0.77
2023-01 -> 2023-04,2023-05,AAPL,2023-05-23,2023-06-02,2023-06-23,170.0,0.4540845070422534,0.1381891183024751,0.0078081621705529,0.2186285407754823,long,1,8.875,12.905,2023-05-23,4.029999999999999,8.875,0.4540845070422534,170.0,12.2,0.705
2023-01 -> 2023-04,2023-05,META,2023-05-23,2023-06-02,2023-06-23,245.0,0.6608575380359614,0.2738015181402979,0.0078081621705529,0.2186285407754823,long,1,18.075,30.02,2023-05-23,11.945,18.075,0.6608575380359614,245.0,29.125,0.895
2023-01 -> 2023-04,2023-05,NVDA,2023-05-23,2023-06-02,2023-06-23,30.5,1.6780342516753537,0.0259801643361566,0.0078081621705529,0.2186285407754823,long,1,33.575,89.915,2023-05-23,56.34,33.575,1.6780342516753537,30.5,,
2023-01 -> 2023-04,2023-05,SOFI,2023-05-23,2023-06-02,2023-06-23,5.5,1.2620689655172412,0.0156260532053208,0.0078081621705529,0.2186285407754823,long,1,0.725,1.64,2023-05-23,0.915,0.725,1.2620689655172412,5.5,1.585,0.055
2023-01 -> 2023-04,2023-05,NIO,2023-05-23,2023-06-02,2023-06-23,9.0,0.2218430034129695,0.1997850550257385,0.0078081621705529,0.2186285407754823,long,1,1.465,1.7900000000000005,2023-05-23,0.3250000000000002,1.465,0.2218430034129694,9.0,0.195,1.5950000000000002
2023-01 -> 2023-04,2023-05,F,2023-05-23,2023-06-02,2023-06-23,11.5,0.21978021978022,0.2933262151291706,0.0078081621705529,0.2186285407754823,long,1,0.91,1.11,2023-05-23,0.2,0.91,0.2197802197802198,11.5,1.0150000000000001,0.095
2023-01 -> 2023-04,2023-05,TSLA,2023-05-23,2023-06-02,2023-06-23,185.0,0.5985203452527746,0.061974966373149,0.0078081621705529,0.2186285407754823,long,1,20.275,32.410000000000004,2023-05-23,12.135000000000003,20.275,0.5985203452527746,185.0,30.950000000000003,1.46
2023-01 -> 2023-04,2023-05,MSFT,2023-05-23,2023-06-02,2023-06-23,315.0,0.4977917981072556,0.0960181448958371,0.0078081621705529,0.2186285407754823,long,1,15.85,23.74,2023-05-23,7.890000000000002,15.85,0.4977917981072556,315.0,22.700000000000003,1.04
2023-01 -> 2023-04,2023-05,INTC,2023-05-23,2023-06-02,2023-06-23,30.0,0.0197802197802197,0.0089592998562337,0.0078081621705529,0.2186285407754823,long,1,2.275,2.32,2023-05-23,0.0449999999999999,2.275,0.0197802197802197,30.0,1.865,0.455
2023-01 -> 2023-04,2023-05,RIVN,2023-05-23,2023-06-02,2023-06-23,14.0,-0.1189931350114417,0.1025069745628314,0.0078081621705529,0.2186285407754823,long,1,2.185,1.925,2023-05-23,-0.2600000000000002,2.185,-0.1189931350114417,14.0,1.22,0.705
2023-01 -> 2023-04,2023-05,AAPL,2023-05-24,2023-06-05,2023-06-23,170.0,0.2437837837837838,0.1577496127632552,0.0078081621705529,0.2186285407754823,long,1,9.25,11.505,2023-05-24,2.255000000000001,9.25,0.2437837837837838,170.0,10.75,0.755
2023-01 -> 2023-04,2023-05,F,2023-05-24,2023-06-05,2023-06-23,11.5,0.3833333333333332,0.1232769164256798,0.0078081621705529,0.2186285407754823,long,1,0.9,1.245,2023-05-24,0.3449999999999998,0.9,0.3833333333333332,11.5,1.18,0.065
2023-01 -> 2023-04,2023-05,META,2023-05-24,2023-06-05,2023-06-23,250.0,0.3431693989071037,0.1988376444791498,0.0078081621705529,0.2186285407754823,long,1,18.3,24.58,2023-05-24,6.279999999999998,18.3,0.3431693989071037,250.0,23.375,1.205
2023-01 -> 2023-04,2023-05,GOOGL,2023-05-24,2023-06-05,2023-06-23,121.0,-0.0875399361022365,0.0804880056848313,0.0078081621705529,0.2186285407754823,long,1,7.824999999999999,7.139999999999999,2023-05-24,-0.6850000000000005,7.824999999999999,-0.0875399361022365,121.0,6.199999999999999,0.94
2023-01 -> 2023-04,2023-05,SOFI,2023-05-24,2023-06-05,2023-06-23,5.5,1.5102040816326527,0.1175788634608561,0.0078081621705529,0.2186285407754823,long,1,0.7350000000000001,1.845,2023-05-24,1.11,0.7350000000000001,1.5102040816326527,5.5,1.81,0.035
2023-01 -> 2023-04,2023-05,PLTR,2023-05-24,2023-06-05,2023-06-23,12.0,0.9743589743589745,0.0135835952663097,0.0078081621705529,0.2186285407754823,long,1,1.755,3.4650000000000003,2023-05-24,1.7100000000000004,1.755,0.9743589743589748,12.0,3.4000000000000004,0.065
2023-01 -> 2023-04,2023-05,MSFT,2023-05-24,2023-06-05,2023-06-23,315.0,0.4650943396226413,0.2748652674694274,0.0078081621705529,0.2186285407754823,long,1,15.9,23.295,2023-05-24,7.394999999999998,15.9,0.4650943396226413,315.0,22.525,0.77
2023-01 -> 2023-04,2023-05,INTC,2023-05-24,2023-06-05,2023-06-23,29.0,-0.1140350877192981,0.0084250574667407,0.0078081621705529,0.2186285407754823,long,1,2.28,2.02,2023-05-24,-0.2599999999999998,2.28,-0.1140350877192981,29.0,1.49,0.53
2023-01 -> 2023-04,2023-05,TSLA,2023-05-24,2023-06-05,2023-06-23,185.0,0.7360493827160495,0.0358114699507784,0.0078081621705529,0.2186285407754823,long,1,20.25,35.155,2023-05-24,14.905,20.25,0.7360493827160495,185.0,34.15,1.005
2023-01 -> 2023-04,2023-05,NIO,2023-05-24,2023-06-05,2023-06-23,8.0,-0.1276595744680852,0.1203134805116834,0.0078081621705529,0.2186285407754823,long,1,1.41,1.23,2023-05-24,-0.1799999999999999,1.41,-0.127659574468085,8.0,0.455,0.775
2023-01 -> 2023-04,2023-05,SOFI,2023-05-25,2023-06-06,2023-06-23,5.0,2.7887323943661975,0.2037717341113158,0.0078081621705529,0.2186285407754823,long,1,0.71,2.69,2023-05-25,1.98,0.71,2.7887323943661975,5.0,2.675,0.015
2023-01 -> 2023-04,2023-05,AAPL,2023-05-25,2023-06-06,2023-06-23,175.0,-0.12046783625731,0.1263886115760001,0.0078081621705529,0.2186285407754823,long,1,8.55,7.52,2023-05-25,-1.0300000000000011,8.55,-0.12046783625731,175.0,6.175,1.3450000000000002
2023-01 -> 2023-04,2023-05,MSFT,2023-05-25,2023-06-06,2023-06-23,325.0,-0.1728358208955223,0.0253471471942803,0.0078081621705529,0.2186285407754823,long,1,16.75,13.855,2023-05-25,-2.8949999999999996,16.75,-0.1728358208955223,325.0,11.875,1.98
2023-01 -> 2023-04,2023-05,MARA,2023-05-25,2023-06-06,2023-06-23,9.0,-0.074245939675174,0.2689958904752135,0.0078081621705529,0.2186285407754823,long,1,2.155,1.995,2023-05-25,-0.1599999999999997,2.155,-0.0742459396751738,9.0,1.5,0.495
2023-01 -> 2023-04,2023-05,BABA,2023-05-26,2023-06-07,2023-06-23,81.0,-0.1087248322147651,-0.2438398017536492,0.0078081621705529,0.2186285407754823,short,-1,7.45,6.64,2023-05-26,0.8100000000000005,7.45,0.1087248322147651,81.0,5.6,1.04
2023-01 -> 2023-04,2023-05,AMD,2023-05-26,2023-06-07,2023-06-23,125.0,-0.1402135231316724,0.0936746384890092,0.0078081621705529,0.2186285407754823,long,1,14.05,12.080000000000002,2023-05-26,-1.9699999999999989,14.05,-0.1402135231316725,125.0,2.6550000000000002,9.425
2023-01 -> 2023-04,2023-05,PLTR,2023-05-26,2023-06-07,2023-06-30,13.5,-0.008695652173913,0.0243239277223208,0.0078081621705529,0.2186285407754823,long,1,2.3000000000000003,2.28,2023-05-26,-0.02,2.3000000000000003,-0.008695652173913,13.5,1.77,0.51
2023-01 -> 2023-04,2023-05,RIVN,2023-05-26,2023-06-07,2023-06-23,15.0,-0.1347826086956521,0.0415233017401391,0.0078081621705529,0.2186285407754823,long,1,2.3,1.99,2023-05-26,-0.3099999999999998,2.3,-0.1347826086956521,15.0,0.425,1.565
2023-01 -> 2023-04,2023-05,MARA,2023-05-26,2023-06-07,2023-06-30,9.0,-0.204040404040404,0.1774788272340157,0.0078081621705529,0.2186285407754823,long,1,2.475,1.97,2023-05-26,-0.5050000000000001,2.475,-0.204040404040404,9.0,1.23,0.74
2023-01 -> 2023-04,2023-05,F,2023-05-26,2023-06-07,2023-06-23,12.0,0.811827956989247,0.0787950913179127,0.0078081621705529,0.2186285407754823,long,1,0.93,1.6849999999999998,2023-05-26,0.7549999999999998,0.93,0.811827956989247,12.0,1.65,0.035
2023-01 -> 2023-04,2023-05,F,2023-05-26,2023-06-07,2023-06-30,12.0,0.6763285024154589,0.0670669577017002,0.0078081621705529,0.2186285407754823,long,1,1.035,1.735,2023-05-26,0.7,1.035,0.6763285024154589,12.0,1.68,0.055
2023-01 -> 2023-04,2023-05,INTC,2023-05-26,2023-06-07,2023-06-23,29.0,0.1583333333333333,0.0893881557601142,0.0078081621705529,0.2186285407754823,long,1,2.4,2.78,2023-05-26,0.3799999999999999,2.4,0.1583333333333333,29.0,2.585,0.195
2023-01 -> 2023-04,2023-05,MARA,2023-05-26,2023-06-07,2023-06-23,9.0,-0.2613636363636363,0.1113878012296765,0.0078081621705529,0.2186285407754823,long,1,2.2,1.6250000000000002,2023-05-26,-0.575,2.2,-0.2613636363636363,9.0,1.0550000000000002,0.5700000000000001
2023-01 -> 2023-04,2023-05,SOFI,2023-05-30,2023-06-08,2023-06-30,6.0,1.542857142857143,0.1953070248119827,0.0078081621705529,0.2186285407754823,long,1,0.875,2.225,2023-05-30,1.35,0.875,1.542857142857143,6.0,2.18,0.045
