train_period,val_period,date,exit_date,r_long,r_hat,delta_long,delta_short,signal,signal_num,entry_date
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.2727272727272726,0.7343930091957517,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.1309953584321815,0.4554540244822167,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.1911262798634811,0.564091088842299,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,-0.2010135135135134,0.19628403796946411,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,-0.1848049281314169,0.2594884407948064,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,0.1594202898550722,0.5220293215860435,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,-0.156474820143885,0.46943342928362364,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,-0.1077654516640253,0.3406920834381798,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,-0.0547713156408807,0.2854664759587722,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,-0.2147887323943661,0.5862180220481542,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-20,2023-06-29,-0.1186708860759493,0.35319409742293917,0.12962717516071925,0.2736573697837406,long,1,2023-06-20
2023-01 -> 2023-05,2023-06,2023-06-21,2023-06-30,-0.2574377656344869,0.4143193458433574,0.12962717516071925,0.2736573697837406,long,1,2023-06-21
2023-01 -> 2023-05,2023-06,2023-06-21,2023-06-30,-0.1516007532956683,0.18864278924606748,0.12962717516071925,0.2736573697837406,long,1,2023-06-21
2023-01 -> 2023-05,2023-06,2023-06-21,2023-06-30,0.4042553191489363,0.33664564099673255,0.12962717516071925,0.2736573697837406,long,1,2023-06-21
2023-01 -> 2023-05,2023-06,2023-06-21,2023-06-30,-0.0833333333333332,0.3984994575084804,0.12962717516071925,0.2736573697837406,long,1,2023-06-21
2023-01 -> 2023-05,2023-06,2023-06-21,2023-06-30,-0.037325905292479,0.16062544740132906,0.12962717516071925,0.2736573697837406,long,1,2023-06-21
2023-01 -> 2023-05,2023-06,2023-06-22,2023-07-03,0.5053191489361701,0.22726646718583426,0.12962717516071925,0.2736573697837406,long,1,2023-06-22
2023-01 -> 2023-05,2023-06,2023-06-22,2023-07-03,0.0843373493975901,0.21157094397734827,0.12962717516071925,0.2736573697837406,long,1,2023-06-22
2023-01 -> 2023-05,2023-06,2023-06-22,2023-07-03,-0.2503225806451613,0.3562561001037537,0.12962717516071925,0.2736573697837406,long,1,2023-06-22
2023-01 -> 2023-05,2023-06,2023-06-23,2023-07-05,0.3688524590163934,0.36686001622535874,0.12962717516071925,0.2736573697837406,long,1,2023-06-23
2023-01 -> 2023-05,2023-06,2023-06-23,2023-07-05,0.6611111111111111,0.21868853003467037,0.12962717516071925,0.2736573697837406,long,1,2023-06-23
2023-01 -> 2023-05,2023-06,2023-06-26,2023-07-06,0.1958333333333334,0.3910985273045891,0.12962717516071925,0.2736573697837406,long,1,2023-06-26
2023-01 -> 2023-05,2023-06,2023-06-26,2023-07-06,-0.1050314465408806,0.1303243737719018,0.12962717516071925,0.2736573697837406,long,1,2023-06-26
2023-01 -> 2023-05,2023-06,2023-06-27,2023-07-07,-0.0378151260504201,0.438396707033756,0.12962717516071925,0.2736573697837406,long,1,2023-06-27
2023-01 -> 2023-05,2023-06,2023-06-27,2023-07-07,0.0040225261464198,0.14809533767576505,0.12962717516071925,0.2736573697837406,long,1,2023-06-27
2023-01 -> 2023-05,2023-06,2023-06-28,2023-07-10,-0.1701244813278009,0.35207251840610776,0.12962717516071925,0.2736573697837406,long,1,2023-06-28
2023-01 -> 2023-05,2023-06,2023-06-28,2023-07-10,-0.0938864628820961,0.1445011076438806,0.12962717516071925,0.2736573697837406,long,1,2023-06-28
2023-01 -> 2023-05,2023-06,2023-06-29,2023-07-11,0.1365159128978223,0.13814979737671873,0.12962717516071925,0.2736573697837406,long,1,2023-06-29
2023-01 -> 2023-05,2023-06,2023-06-30,2023-07-12,-0.0829238329238329,0.2148593389167057,0.12962717516071925,0.2736573697837406,long,1,2023-06-30
2023-01 -> 2023-05,2023-06,2023-06-30,2023-07-12,-0.1146853146853147,0.18604815083158419,0.12962717516071925,0.2736573697837406,long,1,2023-06-30
2023-01 -> 2023-06,2023-07,2023-07-03,2023-07-13,0.1994981179422836,-0.09947472319988676,0.30487096033421046,0.09461512562096186,short,-1,2023-07-03
2023-01 -> 2023-06,2023-07,2023-07-03,2023-07-13,0.0899999999999998,-0.10313224358041377,0.30487096033421046,0.09461512562096186,short,-1,2023-07-03
2023-01 -> 2023-06,2023-07,2023-07-05,2023-07-14,-0.0469483568075118,-0.1333499043759036,0.30487096033421046,0.09461512562096186,short,-1,2023-07-05
2023-01 -> 2023-06,2023-07,2023-07-05,2023-07-14,0.1394016549968171,-0.14448367165936232,0.30487096033421046,0.09461512562096186,short,-1,2023-07-05
2023-01 -> 2023-06,2023-07,2023-07-05,2023-07-14,0.1083916083916082,-0.16200516675302526,0.30487096033421046,0.09461512562096186,short,-1,2023-07-05
2023-01 -> 2023-06,2023-07,2023-07-06,2023-07-17,0.1493710691823901,-0.24758774686560503,0.30487096033421046,0.09461512562096186,short,-1,2023-07-06
2023-01 -> 2023-06,2023-07,2023-07-06,2023-07-17,0.3912760416666666,-0.17102707280596033,0.30487096033421046,0.09461512562096186,short,-1,2023-07-06
2023-01 -> 2023-06,2023-07,2023-07-06,2023-07-17,-0.0942307692307691,-0.10243585598312258,0.30487096033421046,0.09461512562096186,short,-1,2023-07-06
2023-01 -> 2023-06,2023-07,2023-07-06,2023-07-17,0.381118881118881,-0.34184974554495556,0.30487096033421046,0.09461512562096186,short,-1,2023-07-06
2023-01 -> 2023-06,2023-07,2023-07-07,2023-07-18,0.472361809045226,-0.12150847832479626,0.30487096033421046,0.09461512562096186,short,-1,2023-07-07
2023-01 -> 2023-06,2023-07,2023-07-07,2023-07-18,-0.0491048593350384,-0.1037653671139538,0.30487096033421046,0.09461512562096186,short,-1,2023-07-07
2023-01 -> 2023-06,2023-07,2023-07-07,2023-07-18,-0.1245674740484427,-0.1054662989197365,0.30487096033421046,0.09461512562096186,short,-1,2023-07-07
2023-01 -> 2023-06,2023-07,2023-07-07,2023-07-18,0.2147540983606558,-0.17476205445867102,0.30487096033421046,0.09461512562096186,short,-1,2023-07-07
2023-01 -> 2023-06,2023-07,2023-07-07,2023-07-18,0.4854014598540145,-0.13349415049463537,0.30487096033421046,0.09461512562096186,short,-1,2023-07-07
2023-01 -> 2023-06,2023-07,2023-07-10,2023-07-19,0.0638095238095236,-0.1679973871899408,0.30487096033421046,0.09461512562096186,short,-1,2023-07-10
2023-01 -> 2023-06,2023-07,2023-07-12,2023-07-21,-0.0327380952380952,-0.10056539788035851,0.30487096033421046,0.09461512562096186,short,-1,2023-07-12
2023-01 -> 2023-06,2023-07,2023-07-12,2023-07-21,-0.0107758620689655,-0.12582036765476173,0.30487096033421046,0.09461512562096186,short,-1,2023-07-12
2023-01 -> 2023-06,2023-07,2023-07-13,2023-07-24,-0.2974777448071217,-0.09915729338296222,0.30487096033421046,0.09461512562096186,short,-1,2023-07-13
2023-01 -> 2023-06,2023-07,2023-07-13,2023-07-24,-0.0626057529610829,-0.10873738323058031,0.30487096033421046,0.09461512562096186,short,-1,2023-07-13
2023-01 -> 2023-06,2023-07,2023-07-13,2023-07-24,-0.0455696202531644,-0.13547895890679604,0.30487096033421046,0.09461512562096186,short,-1,2023-07-13
2023-01 -> 2023-06,2023-07,2023-07-13,2023-07-24,-0.0838323353293412,-0.10216979035305217,0.30487096033421046,0.09461512562096186,short,-1,2023-07-13
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.3065217391304348,-0.1983454597499613,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.1344086021505376,-0.12490986830457668,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.0289473684210526,-0.1387643300252917,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.0315236427320489,-0.13296784970808914,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,0.0448979591836733,-0.09605747841331083,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.4024570024570025,-0.1523174822529506,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.1435950413223139,-0.2138148176069337,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.0221238938053096,-0.22573009793666637,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.2737617135207495,-0.16948245697880163,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.0677966101694915,-0.09486641321702592,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,0.0118343195266272,-0.27846382208623244,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.0048192771084338,-0.1877332451337197,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-14,2023-07-25,-0.0138461538461538,-0.16298798275349158,0.30487096033421046,0.09461512562096186,short,-1,2023-07-14
2023-01 -> 2023-06,2023-07,2023-07-17,2023-07-26,0.0239043824701192,-0.09869848839427033,0.30487096033421046,0.09461512562096186,short,-1,2023-07-17
2023-01 -> 2023-06,2023-07,2023-07-17,2023-07-26,-0.0125523012552298,0.41728485186101294,0.30487096033421046,0.09461512562096186,long,1,2023-07-17
2023-01 -> 2023-06,2023-07,2023-07-17,2023-07-26,-0.1724313326551373,-0.10907781303810254,0.30487096033421046,0.09461512562096186,short,-1,2023-07-17
2023-01 -> 2023-06,2023-07,2023-07-17,2023-07-26,-0.1827956989247312,-0.16668149626257558,0.30487096033421046,0.09461512562096186,short,-1,2023-07-17
2023-01 -> 2023-06,2023-07,2023-07-17,2023-07-26,0.0516695957820739,0.3085557871406301,0.30487096033421046,0.09461512562096186,long,1,2023-07-17
2023-01 -> 2023-06,2023-07,2023-07-17,2023-07-26,-0.1097046413502108,-0.1787349306239323,0.30487096033421046,0.09461512562096186,short,-1,2023-07-17
2023-01 -> 2023-06,2023-07,2023-07-17,2023-07-26,-0.2303771661569827,-0.14427380991514402,0.30487096033421046,0.09461512562096186,short,-1,2023-07-17
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,-0.0344827586206896,-0.12700796951563117,0.30487096033421046,0.09461512562096186,short,-1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,0.0564037854889587,-0.22624177690927114,0.30487096033421046,0.09461512562096186,short,-1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,-0.0748129675810473,-0.15015631884562056,0.30487096033421046,0.09461512562096186,short,-1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,-0.0572625698324022,-0.12108970835159125,0.30487096033421046,0.09461512562096186,short,-1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,-0.2036553524804178,-0.12141553947066468,0.30487096033421046,0.09461512562096186,short,-1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,-0.185064935064935,0.3804946646903269,0.30487096033421046,0.09461512562096186,long,1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,-0.0194174757281553,-0.21286265171259056,0.30487096033421046,0.09461512562096186,short,-1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-18,2023-07-27,-0.4254143646408841,0.5253501293789739,0.30487096033421046,0.09461512562096186,long,1,2023-07-18
2023-01 -> 2023-06,2023-07,2023-07-19,2023-07-28,-0.0598205383848456,-0.2052010996570486,0.30487096033421046,0.09461512562096186,short,-1,2023-07-19
2023-01 -> 2023-06,2023-07,2023-07-19,2023-07-28,-0.106060606060606,-0.15153727544722564,0.30487096033421046,0.09461512562096186,short,-1,2023-07-19
2023-01 -> 2023-06,2023-07,2023-07-19,2023-07-28,-0.2435567010309278,-0.09732055323012077,0.30487096033421046,0.09461512562096186,short,-1,2023-07-19
2023-01 -> 2023-06,2023-07,2023-07-19,2023-07-28,0.366412213740458,0.33052255887899606,0.30487096033421046,0.09461512562096186,long,1,2023-07-19
2023-01 -> 2023-06,2023-07,2023-07-19,2023-07-28,-0.1361867704280157,-0.1609438757546214,0.30487096033421046,0.09461512562096186,short,-1,2023-07-19
2023-01 -> 2023-06,2023-07,2023-07-19,2023-07-28,-0.1447368421052631,-0.14593123042312303,0.30487096033421046,0.09461512562096186,short,-1,2023-07-19
2023-01 -> 2023-06,2023-07,2023-07-19,2023-07-28,-0.1560283687943262,-0.14204902400589423,0.30487096033421046,0.09461512562096186,short,-1,2023-07-19
2023-01 -> 2023-06,2023-07,2023-07-20,2023-07-31,-0.277490774907749,0.4782291750121998,0.30487096033421046,0.09461512562096186,long,1,2023-07-20
2023-01 -> 2023-06,2023-07,2023-07-20,2023-07-31,-0.121031746031746,-0.28274867346075727,0.30487096033421046,0.09461512562096186,short,-1,2023-07-20
2023-01 -> 2023-06,2023-07,2023-07-20,2023-07-31,-0.0665399239543725,-0.12185979430261162,0.30487096033421046,0.09461512562096186,short,-1,2023-07-20
2023-01 -> 2023-06,2023-07,2023-07-20,2023-07-31,-0.1411483253588516,-0.19007810650508603,0.30487096033421046,0.09461512562096186,short,-1,2023-07-20
2023-01 -> 2023-06,2023-07,2023-07-20,2023-07-31,-0.0727969348659004,-0.2258947286915432,0.30487096033421046,0.09461512562096186,short,-1,2023-07-20
2023-01 -> 2023-06,2023-07,2023-07-20,2023-07-31,-0.2353603603603602,-0.17389340091040872,0.30487096033421046,0.09461512562096186,short,-1,2023-07-20
2023-01 -> 2023-06,2023-07,2023-07-20,2023-07-31,-0.1306306306306305,-0.2440254977369104,0.30487096033421046,0.09461512562096186,short,-1,2023-07-20
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,0.0099999999999999,-0.12996031346286321,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,0.5616666666666665,-0.1265480987147788,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.2220353238015138,-0.12012998216607453,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.0439223697650663,-0.21618805371905087,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.052325581395349,-0.1425127144191301,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.0034063260340629,-0.2297097266901654,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.1014492753623188,-0.21509755370877912,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.0787401574803149,-0.140757553127465,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,0.3345945945945944,-0.13938152753739516,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.2340425531914893,-0.1486237322773904,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.1802631578947367,-0.13222757329051943,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.1461988304093568,-0.1304883844258502,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,0.3099744245524298,-0.10552384295323475,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.19,-0.10987273292417887,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-21,2023-08-01,-0.2465753424657534,-0.15262740242714626,0.30487096033421046,0.09461512562096186,short,-1,2023-07-21
2023-01 -> 2023-06,2023-07,2023-07-24,2023-08-02,-0.0144578313253012,-0.19108977000659766,0.30487096033421046,0.09461512562096186,short,-1,2023-07-24
2023-01 -> 2023-06,2023-07,2023-07-24,2023-08-02,-0.0413548641197321,0.43546459563206963,0.30487096033421046,0.09461512562096186,long,1,2023-07-24
2023-01 -> 2023-06,2023-07,2023-07-24,2023-08-02,-0.0833333333333333,-0.10759673119796542,0.30487096033421046,0.09461512562096186,short,-1,2023-07-24
2023-01 -> 2023-06,2023-07,2023-07-24,2023-08-02,0.2815999999999999,-0.12737144947137166,0.30487096033421046,0.09461512562096186,short,-1,2023-07-24
2023-01 -> 2023-06,2023-07,2023-07-24,2023-08-02,-0.1064748201438848,0.5868105277100837,0.30487096033421046,0.09461512562096186,long,1,2023-07-24
2023-01 -> 2023-06,2023-07,2023-07-25,2023-08-03,0.0195121951219511,-0.1336608080375824,0.30487096033421046,0.09461512562096186,short,-1,2023-07-25
2023-01 -> 2023-06,2023-07,2023-07-25,2023-08-03,0.20414673046252,-0.2575645203545894,0.30487096033421046,0.09461512562096186,short,-1,2023-07-25
2023-01 -> 2023-06,2023-07,2023-07-25,2023-08-03,-0.0792496171516081,0.32801666165465004,0.30487096033421046,0.09461512562096186,long,1,2023-07-25
2023-01 -> 2023-06,2023-07,2023-07-25,2023-08-03,0.8925000000000001,-0.1278212696918226,0.30487096033421046,0.09461512562096186,short,-1,2023-07-25
2023-01 -> 2023-06,2023-07,2023-07-25,2023-08-03,-0.2507042253521126,-0.13611464846238244,0.30487096033421046,0.09461512562096186,short,-1,2023-07-25
2023-01 -> 2023-06,2023-07,2023-07-26,2023-08-04,-0.224669603524229,0.37638951042895746,0.30487096033421046,0.09461512562096186,long,1,2023-07-26
2023-01 -> 2023-06,2023-07,2023-07-26,2023-08-04,-0.1229611041405269,-0.18678807702350678,0.30487096033421046,0.09461512562096186,short,-1,2023-07-26
2023-01 -> 2023-06,2023-07,2023-07-26,2023-08-04,-0.0106241699867197,-0.1194031362302509,0.30487096033421046,0.09461512562096186,short,-1,2023-07-26
2023-01 -> 2023-06,2023-07,2023-07-26,2023-08-04,0.1400329489291597,-0.29483260352216745,0.30487096033421046,0.09461512562096186,short,-1,2023-07-26
2023-01 -> 2023-06,2023-07,2023-07-26,2023-08-04,-0.2017114914425427,-0.17043687373877683,0.30487096033421046,0.09461512562096186,short,-1,2023-07-26
2023-01 -> 2023-06,2023-07,2023-07-26,2023-08-04,-0.3825174825174824,0.3399719148380072,0.30487096033421046,0.09461512562096186,long,1,2023-07-26
2023-01 -> 2023-06,2023-07,2023-07-26,2023-08-04,-0.1648183556405354,-0.15353424515439534,0.30487096033421046,0.09461512562096186,short,-1,2023-07-26
2023-01 -> 2023-06,2023-07,2023-07-27,2023-08-07,-0.2398921832884095,-0.10866076954627743,0.30487096033421046,0.09461512562096186,short,-1,2023-07-27
2023-01 -> 2023-06,2023-07,2023-07-27,2023-08-07,-0.0694864048338368,-0.12030790907404824,0.30487096033421046,0.09461512562096186,short,-1,2023-07-27
2023-01 -> 2023-06,2023-07,2023-07-27,2023-08-07,-0.2264150943396227,-0.12161869999056238,0.30487096033421046,0.09461512562096186,short,-1,2023-07-27
2023-01 -> 2023-06,2023-07,2023-07-27,2023-08-07,0.6246305418719212,-0.1793610990073735,0.30487096033421046,0.09461512562096186,short,-1,2023-07-27
2023-01 -> 2023-06,2023-07,2023-07-27,2023-08-07,0.3084745762711864,-0.10579925936770714,0.30487096033421046,0.09461512562096186,short,-1,2023-07-27
2023-01 -> 2023-06,2023-07,2023-07-27,2023-08-07,0.1438127090301002,-0.24446764269052534,0.30487096033421046,0.09461512562096186,short,-1,2023-07-27
2023-01 -> 2023-06,2023-07,2023-07-27,2023-08-07,-0.421636615811373,-0.09673422921768637,0.30487096033421046,0.09461512562096186,short,-1,2023-07-27
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,-0.0568285976168653,-0.1850136481505074,0.30487096033421046,0.09461512562096186,short,-1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,-0.0416666666666665,0.37534013422645435,0.30487096033421046,0.09461512562096186,long,1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,0.0429394812680113,-0.18916958859494207,0.30487096033421046,0.09461512562096186,short,-1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,-0.0653144016227178,-0.1381622506015104,0.30487096033421046,0.09461512562096186,short,-1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,-0.2535460992907802,-0.12709570534541245,0.30487096033421046,0.09461512562096186,short,-1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,0.4482598607888633,-0.2329629829846752,0.30487096033421046,0.09461512562096186,short,-1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,0.5625316455696202,-0.16539509422857898,0.30487096033421046,0.09461512562096186,short,-1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-28,2023-08-08,-0.013036809815951,0.4066126159068792,0.30487096033421046,0.09461512562096186,long,1,2023-07-28
2023-01 -> 2023-06,2023-07,2023-07-31,2023-08-09,-0.2443548387096772,-0.14092783548784826,0.30487096033421046,0.09461512562096186,short,-1,2023-07-31
2023-01 -> 2023-06,2023-07,2023-07-31,2023-08-09,0.6023148148148146,-0.1768599659024115,0.30487096033421046,0.09461512562096186,short,-1,2023-07-31
2023-01 -> 2023-07,2023-08,2023-08-01,2023-08-10,-0.0173102529960052,-0.023431271026515176,0.35319353576608525,0.012179087440209835,short,-1,2023-08-01
2023-01 -> 2023-07,2023-08,2023-08-01,2023-08-10,0.647398843930636,-0.1398703044106548,0.35319353576608525,0.012179087440209835,short,-1,2023-08-01
2023-01 -> 2023-07,2023-08,2023-08-01,2023-08-10,0.0604001510003775,-0.12511604476314767,0.35319353576608525,0.012179087440209835,short,-1,2023-08-01
2023-01 -> 2023-07,2023-08,2023-08-01,2023-08-10,-0.1835341365461846,-0.10778476411412866,0.35319353576608525,0.012179087440209835,short,-1,2023-08-01
2023-01 -> 2023-07,2023-08,2023-08-01,2023-08-10,0.220125786163522,0.6616992220542661,0.35319353576608525,0.012179087440209835,long,1,2023-08-01
2023-01 -> 2023-07,2023-08,2023-08-01,2023-08-10,-0.0992438563327033,-0.03188831553370367,0.35319353576608525,0.012179087440209835,short,-1,2023-08-01
2023-01 -> 2023-07,2023-08,2023-08-01,2023-08-10,0.0475206611570247,-0.10571293335324375,0.35319353576608525,0.012179087440209835,short,-1,2023-08-01
2023-01 -> 2023-07,2023-08,2023-08-02,2023-08-11,-0.1004098360655737,-0.12800692626161403,0.35319353576608525,0.012179087440209835,short,-1,2023-08-02
2023-01 -> 2023-07,2023-08,2023-08-02,2023-08-11,-0.2643044619422572,-0.06203134183104807,0.35319353576608525,0.012179087440209835,short,-1,2023-08-02
2023-01 -> 2023-07,2023-08,2023-08-02,2023-08-11,-0.0398437499999999,-0.1057166578168619,0.35319353576608525,0.012179087440209835,short,-1,2023-08-02
2023-01 -> 2023-07,2023-08,2023-08-02,2023-08-11,0.5963718820861681,-0.12314193568303794,0.35319353576608525,0.012179087440209835,short,-1,2023-08-02
2023-01 -> 2023-07,2023-08,2023-08-02,2023-08-11,0.022801302931596,0.5476176737204159,0.35319353576608525,0.012179087440209835,long,1,2023-08-02
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,-0.184245660881175,-0.2331033466939291,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,0.0551724137931034,0.5607202872928431,0.35319353576608525,0.012179087440209835,long,1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,-0.1775700934579439,-0.0763378810158314,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,0.0312,-0.09021782745425606,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,-0.0400871459694989,-0.06269873850348867,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,-0.2362924281984335,-0.07932136083078778,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,-0.0830367734282326,-0.12213933848485552,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,-0.2017543859649123,-0.02969819171748861,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-03,2023-08-14,-0.222113022113022,-0.08822334026679526,0.35319353576608525,0.012179087440209835,short,-1,2023-08-03
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,0.1455938697318007,-0.1407152340746497,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,-0.1914786967418546,-0.026267908076695694,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,0.0871794871794873,-0.0819452860659966,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,-0.0457647531112002,-0.18084028812693004,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,-0.188365650969529,-0.12186606234461689,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,-0.1985472154963681,-0.06683319182361876,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,-0.2218085106382978,-0.11203488944495862,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,-0.1253101736972704,-0.07746187254273044,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
2023-01 -> 2023-07,2023-08,2023-08-04,2023-08-15,-0.1378854625550661,-0.1136214682956163,0.35319353576608525,0.012179087440209835,short,-1,2023-08-04
