straddle_iv,iv_realized_vol_ratio,iv_rank,realized_vol_30,realized_vol_30_rank,vol_change,mom_5,mom_10,iv_skew,log_straddle_premium,spread_call,spread_put,total_volume,total_oi,oi_change_call,oi_change_put,DTE_norm,day_of_week,net_delta,r_long,date,exit_date,ticker,exdate,strike
0.3683335,0.7086325129351592,0.0,0.342173966135138,0.1666666666666666,-0.0371697805981028,0.054891629053875,0.0262614261426477,-0.000227,2.4203681286504293,0.0251046025104601,0.0284360189573458,347.0,1335.0,0.2873563218390804,0.9433962264150944,0.8571428571428571,2,0.0824729999999999,0.0333333333333334,2023-01-11,2023-01-23,AAPL,2023-02-10,133.0
0.3529715,0.7803446136622902,0.0,0.3375224026278151,0.1333333333333333,0.0064577896384871,0.0649534229882574,0.0568277964878926,0.008981,2.3608540011180215,0.026431718061674,0.0304568527918782,496.0,1391.0,0.2927083333333333,0.9736842105263158,0.8285714285714286,3,0.0772979999999999,0.1721698113207548,2023-01-12,2023-01-24,AAPL,2023-02-10,133.0
0.3324775,0.7545845224068397,0.0,0.3059546215011486,0.0333333333333333,-0.0028978423437681,0.03888832244642,0.0389654316313568,0.008359,2.295056826573254,0.0199999999999999,0.0304568527918782,552.0,1053.0,0.3217391304347826,3.5076923076923077,0.8,4,0.0340199999999999,0.0876574307304785,2023-01-13,2023-01-25,AAPL,2023-02-10,135.0
0.3262629999999999,0.7404802130490716,0.0,0.3059546215011486,0.0333333333333333,-0.0028978423437681,0.03888832244642,0.0389654316313568,0.0025459999999999,2.386466576974748,0.0091324200913241,0.0185185185185186,5420.0,70407.0,0.2967141194377294,0.2099097886091288,1.0,4,0.04047,0.0717241379310344,2023-01-13,2023-01-25,AAPL,2023-02-17,135.0
0.342436,0.7889605508780674,0.2,0.3075641508343398,0.0666666666666666,-0.0020711833533216,0.0435260453333677,0.0452178423537855,0.007622,2.3818582738885534,0.0165289256198346,0.0104712041884816,9792.0,70717.0,0.1744419732575899,0.0699988061602133,0.8857142857142857,1,0.10618,0.1367205542725173,2023-01-17,2023-01-26,AAPL,2023-02-17,135.0
0.343696,1.1496151199784157,0.2727272727272727,0.3076460523678773,0.0833333333333333,0.09621624085567,0.0336950801335699,0.0779555969049978,-0.0010639999999999,2.3632097148104805,0.0181818181818181,0.0097560975609757,18834.0,71427.0,-0.0215934475055845,-0.066025491696895,0.8571428571428571,2,0.0612159999999999,0.2757647058823529,2023-01-18,2023-01-27,AAPL,2023-02-17,135.0
0.355197,0.8227481947017643,0.4166666666666667,0.3074173594784025,0.0666666666666666,0.0934644490046011,0.0132462028677723,0.0681378319216472,0.00978,2.379546134130174,0.0175438596491227,0.019607843137255,9889.0,75092.0,0.0968762656946132,0.2533443826210489,0.8285714285714286,3,0.0649349999999999,0.1148148148148148,2023-01-19,2023-01-30,AAPL,2023-02-17,135.0
0.32386,1.0579263658372469,0.0,0.3056582966703833,0.0333333333333333,0.1083265891940812,0.0328840561267236,0.0978374791149809,0.0003239999999999,2.3100571078327468,0.0125786163522012,0.0163934426229509,11431.0,63191.0,0.0827065518917836,-3.947420360794221e-05,0.8,4,-0.1012079999999999,-0.0024813895781636,2023-01-20,2023-01-31,AAPL,2023-02-17,140.0
0.3218265,0.9967683553222872,0.0,0.3106619808977275,0.15,0.1433041169842484,0.0480114850506593,0.0817065651842291,-0.0002929999999999,2.34660197841082,0.0190476190476189,0.0192307692307691,319.0,1520.0,1.946236559139785,52.69230769230769,0.8571428571428571,2,0.038036,0.3732057416267943,2023-01-25,2023-02-03,AAPL,2023-02-24,142.0
0.3345304999999999,0.8923364652383213,0.2666666666666666,0.3142353087556283,0.2166666666666666,0.1032716722485598,0.0133048978648778,0.0593492524841266,-0.000485,2.424802725718295,0.017391304347826,0.0180180180180179,338.0,547.0,0.6561085972850679,59.333333333333336,0.9142857142857144,0,0.049227,0.0615044247787609,2023-01-30,2023-02-08,AAPL,2023-03-03,143.0
0.323467,0.6945233537964858,0.0625,0.2802543247000036,0.0,0.0691897318305096,0.0122726214763875,0.0596114869008604,-0.00334,2.384165079986469,0.0176991150442478,0.0192307692307691,210.0,3281.0,0.4484978540772532,39.09230769230769,0.8857142857142857,1,0.065214,-0.0032258064516129,2023-01-31,2023-02-09,AAPL,2023-03-03,144.0
0.305865,0.4967421522700111,0.0,0.2762858564956329,0.0,0.0749052841674803,0.0248541607506816,0.0728656458013408,-0.00041,2.3199337313286588,0.0185185185185186,0.0104712041884816,1462.0,4087.0,3.773480662983425,9.015873015873016,0.8571428571428571,2,0.072389,-0.0004914004914003,2023-02-01,2023-02-10,AAPL,2023-03-03,145.0
