train_period,val_period,ticker,date,exit_date,exdate,strike,r_long,r_hat,delta_long,delta_short,signal,signal_num,entry_premium,exit_premium,entry_date
2023-01 -> 2023-03,2023-04,AAPL,2023-04-28,2023-05-09,2023-06-02,170.0,-0.2606796116504855,-0.10562731257731175,0.2123364588825427,0.008493458355301709,short,-1,10.3,7.615,2023-04-28
2023-01 -> 2023-03,2023-04,TSLA,2023-04-28,2023-05-09,2023-05-26,165.0,-0.1538461538461537,-0.13303710368864166,0.2123364588825427,0.008493458355301709,short,-1,16.575,14.025000000000002,2023-04-28
2023-01 -> 2023-03,2023-04,SOFI,2023-04-28,2023-05-09,2023-06-02,6.0,-0.280701754385965,0.3662390989316743,0.2123364588825427,0.008493458355301709,long,1,1.14,0.82,2023-04-28
2023-01 -> 2023-03,2023-04,TSLA,2023-04-28,2023-05-09,2023-06-02,165.0,-0.116531165311653,-0.18683482988531014,0.2123364588825427,0.008493458355301709,short,-1,18.45,16.3,2023-04-28
2023-01 -> 2023-03,2023-04,META,2023-04-28,2023-05-09,2023-05-26,240.0,-0.1878787878787878,-0.23240702299526625,0.2123364588825427,0.008493458355301709,short,-1,16.5,13.4,2023-04-28
2023-01 -> 2023-03,2023-04,AMZN,2023-04-28,2023-05-09,2023-05-26,105.0,-0.2034129692832766,-0.05769517122209438,0.2123364588825427,0.008493458355301709,short,-1,7.325,5.834999999999999,2023-04-28
2023-01 -> 2023-03,2023-04,MARA,2023-04-28,2023-05-09,2023-06-02,10.0,-0.1937086092715231,-0.1869059448874994,0.2123364588825427,0.008493458355301709,short,-1,3.02,2.435,2023-04-28
2023-01 -> 2023-03,2023-04,MARA,2023-04-28,2023-05-09,2023-05-26,10.0,-0.2132352941176469,-0.2766002355709278,0.2123364588825427,0.008493458355301709,short,-1,2.72,2.14,2023-04-28
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-28,2023-05-09,2023-05-26,107.0,-0.1429687500000001,-0.04044356518022289,0.2123364588825427,0.008493458355301709,short,-1,6.4,5.484999999999999,2023-04-28
2023-01 -> 2023-03,2023-04,NIO,2023-04-28,2023-05-09,2023-05-26,8.0,-0.2291666666666667,-0.15077708046669744,0.2123364588825427,0.008493458355301709,short,-1,1.2000000000000002,0.925,2023-04-28
2023-01 -> 2023-03,2023-04,NIO,2023-04-28,2023-05-09,2023-06-02,8.0,-0.1684981684981684,-0.14841534871625894,0.2123364588825427,0.008493458355301709,short,-1,1.365,1.135,2023-04-28
2023-01 -> 2023-03,2023-04,F,2023-04-28,2023-05-09,2023-05-26,12.0,-0.2985781990521328,-0.04635978806792791,0.2123364588825427,0.008493458355301709,short,-1,1.0550000000000002,0.74,2023-04-28
2023-01 -> 2023-03,2023-04,F,2023-04-28,2023-05-09,2023-06-02,12.0,-0.2576419213973799,-0.025510087638645387,0.2123364588825427,0.008493458355301709,short,-1,1.145,0.85,2023-04-28
2023-01 -> 2023-03,2023-04,NVDA,2023-04-28,2023-05-09,2023-06-02,27.5,0.0105949470252649,-0.1626257750987406,0.2123364588825427,0.008493458355301709,short,-1,30.674999999999997,31.0,2023-04-28
2023-01 -> 2023-03,2023-04,PLTR,2023-04-28,2023-05-09,2023-05-26,7.5,1.0,0.22078278211660346,0.2123364588825427,0.008493458355301709,long,1,1.09,2.1799999999999997,2023-04-28
2023-01 -> 2023-03,2023-04,PLTR,2023-04-28,2023-05-09,2023-06-02,8.0,0.5361702127659577,-0.03487866694893661,0.2123364588825427,0.008493458355301709,short,-1,1.1749999999999998,1.805,2023-04-28
2023-01 -> 2023-03,2023-04,META,2023-04-28,2023-05-09,2023-06-02,240.0,-0.1607629427792915,-0.24685578238979683,0.2123364588825427,0.008493458355301709,short,-1,18.35,15.399999999999999,2023-04-28
2023-01 -> 2023-03,2023-04,AMZN,2023-04-28,2023-05-09,2023-06-02,105.0,-0.1585139318885448,-0.044763657305381725,0.2123364588825427,0.008493458355301709,short,-1,8.075,6.795,2023-04-28
2023-01 -> 2023-03,2023-04,NVDA,2023-04-28,2023-05-09,2023-05-26,27.5,0.0106856634016028,-0.04690881722422989,0.2123364588825427,0.008493458355301709,short,-1,28.075000000000003,28.375000000000004,2023-04-28
2023-01 -> 2023-03,2023-04,AMD,2023-04-28,2023-05-09,2023-05-26,89.0,-0.0608465608465607,-0.07722496185251425,0.2123364588825427,0.008493458355301709,short,-1,9.45,8.875,2023-04-28
2023-01 -> 2023-04,2023-05,PLTR,2023-05-01,2023-05-10,2023-06-02,8.0,0.8370044052863436,0.1733357742145893,0.007808162170552942,0.21862854077548238,long,1,1.135,2.085,2023-05-01
2023-01 -> 2023-04,2023-05,MARA,2023-05-01,2023-05-10,2023-06-02,9.0,-0.0368217054263564,0.24442909470247345,0.007808162170552942,0.21862854077548238,long,1,2.58,2.4850000000000003,2023-05-01
2023-01 -> 2023-04,2023-05,TSLA,2023-05-01,2023-05-10,2023-06-02,160.0,-0.0617283950617283,0.012591073105086512,0.007808162170552942,0.21862854077548238,long,1,18.225,17.1,2023-05-01
2023-01 -> 2023-04,2023-05,BABA,2023-05-01,2023-05-10,2023-06-02,84.0,-0.0578034682080925,0.14940659321469213,0.007808162170552942,0.21862854077548238,long,1,8.649999999999999,8.149999999999999,2023-05-01
2023-01 -> 2023-04,2023-05,F,2023-05-02,2023-05-11,2023-06-02,12.0,-0.3568464730290457,-0.2475470094634851,0.007808162170552942,0.21862854077548238,short,-1,1.205,0.7749999999999999,2023-05-02
2023-01 -> 2023-04,2023-05,NIO,2023-05-02,2023-05-11,2023-06-02,7.5,0.0708333333333335,-0.2450271792204299,0.007808162170552942,0.21862854077548238,short,-1,1.2,1.2850000000000001,2023-05-02
2023-01 -> 2023-04,2023-05,AAPL,2023-05-02,2023-05-11,2023-06-02,170.0,-0.2628019323671496,0.02701693371984699,0.007808162170552942,0.21862854077548238,long,1,10.35,7.630000000000001,2023-05-02
2023-01 -> 2023-04,2023-05,TSLA,2023-05-02,2023-05-11,2023-06-02,160.0,-0.0037940379403794,0.0317458089227347,0.007808162170552942,0.21862854077548238,long,1,18.45,18.38,2023-05-02
2023-01 -> 2023-04,2023-05,PLTR,2023-05-03,2023-05-12,2023-06-02,7.5,0.8437500000000002,0.2878070366086765,0.007808162170552942,0.21862854077548238,long,1,1.12,2.0650000000000004,2023-05-03
2023-01 -> 2023-04,2023-05,NFLX,2023-05-03,2023-05-12,2023-06-02,320.0,0.0988900100908174,0.1664477944411647,0.007808162170552942,0.21862854077548238,long,1,24.775,27.225,2023-05-03
2023-01 -> 2023-04,2023-05,MARA,2023-05-03,2023-05-12,2023-06-02,9.5,-0.2611111111111111,0.07715962154117524,0.007808162170552942,0.21862854077548238,long,1,2.7,1.995,2023-05-03
2023-01 -> 2023-04,2023-05,AAPL,2023-05-03,2023-05-12,2023-06-02,165.0,-0.1193763919821827,0.09040883491135424,0.007808162170552942,0.21862854077548238,long,1,11.225,9.885,2023-05-03
2023-01 -> 2023-04,2023-05,NIO,2023-05-03,2023-05-12,2023-06-02,7.5,-0.2056451612903227,0.05356142129084975,0.007808162170552942,0.21862854077548238,long,1,1.2400000000000002,0.985,2023-05-03
2023-01 -> 2023-04,2023-05,PLTR,2023-05-04,2023-05-15,2023-06-02,7.5,0.8533333333333333,0.01299983836020209,0.007808162170552942,0.21862854077548238,long,1,1.125,2.085,2023-05-04
2023-01 -> 2023-04,2023-05,NVDA,2023-05-04,2023-05-15,2023-06-02,27.5,-0.047001620745543,0.013287427050619824,0.007808162170552942,0.21862854077548238,long,1,30.85,29.4,2023-05-04
2023-01 -> 2023-04,2023-05,AAPL,2023-05-04,2023-05-15,2023-06-02,165.0,-0.1973626373626374,-0.21938289187088109,0.007808162170552942,0.21862854077548238,short,-1,11.375,9.129999999999999,2023-05-04
2023-01 -> 2023-04,2023-05,SOFI,2023-05-04,2023-05-15,2023-06-02,5.0,-0.2399999999999999,-0.23866590356364348,0.007808162170552942,0.21862854077548238,short,-1,0.75,0.5700000000000001,2023-05-04
2023-01 -> 2023-04,2023-05,NFLX,2023-05-04,2023-05-15,2023-06-02,320.0,-0.0353178607467204,0.11308613272918101,0.007808162170552942,0.21862854077548238,long,1,24.775,23.9,2023-05-04
2023-01 -> 2023-04,2023-05,BABA,2023-05-04,2023-05-15,2023-06-02,82.0,0.060281690140845,0.16705717433692716,0.007808162170552942,0.21862854077548238,long,1,8.875,9.41,2023-05-04
2023-01 -> 2023-04,2023-05,PLTR,2023-05-05,2023-05-16,2023-06-09,7.5,0.7219917012448134,0.15827119406438547,0.007808162170552942,0.21862854077548238,long,1,1.205,2.075,2023-05-05
2023-01 -> 2023-04,2023-05,NIO,2023-05-05,2023-05-16,2023-06-02,8.0,-0.3168724279835391,0.0083784126573328,0.007808162170552942,0.21862854077548238,long,1,1.215,0.8300000000000001,2023-05-05
2023-01 -> 2023-04,2023-05,INTC,2023-05-05,2023-05-16,2023-06-09,31.0,-0.0614754098360655,0.030911535459081967,0.007808162170552942,0.21862854077548238,long,1,2.44,2.29,2023-05-05
2023-01 -> 2023-04,2023-05,COIN,2023-05-05,2023-05-16,2023-06-02,58.0,-0.2516556291390728,0.07525143498958464,0.007808162170552942,0.21862854077548238,long,1,11.325,8.475,2023-05-05
2023-01 -> 2023-04,2023-05,PLTR,2023-05-05,2023-05-16,2023-06-02,7.5,0.8097345132743364,0.10236559843297176,0.007808162170552942,0.21862854077548238,long,1,1.13,2.045,2023-05-05
2023-01 -> 2023-04,2023-05,AMD,2023-05-05,2023-05-16,2023-06-02,90.0,0.6114649681528663,-0.2877069469505296,0.007808162170552942,0.21862854077548238,short,-1,7.85,12.65,2023-05-05
2023-01 -> 2023-04,2023-05,AAPL,2023-05-05,2023-05-16,2023-06-02,175.0,-0.2761904761904761,0.03732480852380204,0.007808162170552942,0.21862854077548238,long,1,7.875,5.7,2023-05-05
2023-01 -> 2023-04,2023-05,PLTR,2023-05-08,2023-05-17,2023-06-09,7.5,1.073529411764706,0.03898385245189559,0.007808162170552942,0.21862854077548238,long,1,1.36,2.82,2023-05-08
2023-01 -> 2023-04,2023-05,AAPL,2023-05-08,2023-05-17,2023-06-09,175.0,-0.2280701754385966,0.17660713433160163,0.007808162170552942,0.21862854077548238,long,1,8.55,6.6,2023-05-08
2023-01 -> 2023-04,2023-05,MSFT,2023-05-08,2023-05-17,2023-06-09,310.0,-0.169657422512235,0.14347691038187266,0.007808162170552942,0.21862854077548238,long,1,15.325,12.724999999999998,2023-05-08
2023-01 -> 2023-04,2023-05,SOFI,2023-05-08,2023-05-17,2023-06-09,5.5,-0.0389610389610389,0.0714485999487374,0.007808162170552942,0.21862854077548238,long,1,0.77,0.74,2023-05-08
2023-01 -> 2023-04,2023-05,NVDA,2023-05-09,2023-05-18,2023-06-09,28.5,0.2798129384255653,0.08424572106282993,0.007808162170552942,0.21862854077548238,long,1,32.074999999999996,41.050000000000004,2023-05-09
2023-01 -> 2023-04,2023-05,NIO,2023-05-09,2023-05-18,2023-06-09,8.0,-0.1396226415094338,0.037495303273124676,0.007808162170552942,0.21862854077548238,long,1,1.325,1.1400000000000001,2023-05-09
2023-01 -> 2023-04,2023-05,SOFI,2023-05-09,2023-05-18,2023-06-09,5.5,-0.1006711409395972,0.03562824414289871,0.007808162170552942,0.21862854077548238,long,1,0.745,0.67,2023-05-09
2023-01 -> 2023-04,2023-05,AAPL,2023-05-09,2023-05-18,2023-06-09,170.0,-0.0574647887323943,0.16882884477491877,0.007808162170552942,0.21862854077548238,long,1,8.875,8.365,2023-05-09
2023-01 -> 2023-04,2023-05,MSFT,2023-05-10,2023-05-19,2023-06-09,310.0,-0.0299829642248723,0.1775776377024991,0.007808162170552942,0.21862854077548238,long,1,14.675,14.235,2023-05-10
2023-01 -> 2023-04,2023-05,AAPL,2023-05-10,2023-05-19,2023-06-09,175.0,-0.2070063694267516,0.20761033811435756,0.007808162170552942,0.21862854077548238,long,1,7.85,6.225,2023-05-10
2023-01 -> 2023-04,2023-05,SOFI,2023-05-10,2023-05-19,2023-06-09,5.5,0.0347222222222222,0.06137155102970807,0.007808162170552942,0.21862854077548238,long,1,0.72,0.745,2023-05-10
2023-01 -> 2023-04,2023-05,AMZN,2023-05-10,2023-05-19,2023-06-09,110.0,0.1641891891891893,0.021025094171548835,0.007808162170552942,0.21862854077548238,long,1,7.4,8.615,2023-05-10
2023-01 -> 2023-04,2023-05,TSLA,2023-05-10,2023-05-19,2023-06-09,170.0,-0.0171428571428571,0.03516948496423634,0.007808162170552942,0.21862854077548238,long,1,17.5,17.2,2023-05-10
2023-01 -> 2023-04,2023-05,NIO,2023-05-10,2023-05-19,2023-06-09,8.0,-0.1254901960784314,0.14823919387130313,0.007808162170552942,0.21862854077548238,long,1,1.275,1.115,2023-05-10
2023-01 -> 2023-04,2023-05,F,2023-05-10,2023-05-19,2023-06-09,12.0,-0.1748633879781421,0.047354328289978986,0.007808162170552942,0.21862854077548238,long,1,0.915,0.755,2023-05-10
2023-01 -> 2023-04,2023-05,RIVN,2023-05-10,2023-05-19,2023-06-09,14.0,-0.2159090909090908,0.10092367964101535,0.007808162170552942,0.21862854077548238,long,1,2.1999999999999997,1.7249999999999999,2023-05-10
2023-01 -> 2023-04,2023-05,F,2023-05-11,2023-05-22,2023-06-09,12.0,-0.2166666666666666,0.028470698051999088,0.007808162170552942,0.21862854077548238,long,1,0.9,0.7050000000000001,2023-05-11
2023-01 -> 2023-04,2023-05,RIVN,2023-05-11,2023-05-22,2023-06-09,14.0,-0.2396313364055299,0.06511956520747907,0.007808162170552942,0.21862854077548238,long,1,2.17,1.65,2023-05-11
2023-01 -> 2023-04,2023-05,SOFI,2023-05-11,2023-05-22,2023-06-09,5.0,-0.1544117647058824,0.04174062861645571,0.007808162170552942,0.21862854077548238,long,1,0.68,0.575,2023-05-11
2023-01 -> 2023-04,2023-05,MSFT,2023-05-11,2023-05-22,2023-06-09,310.0,0.0932173913043478,0.09794678677758409,0.007808162170552942,0.21862854077548238,long,1,14.375,15.715,2023-05-11
2023-01 -> 2023-04,2023-05,META,2023-05-11,2023-05-22,2023-06-09,235.0,0.1094224924012156,0.02973018490893201,0.007808162170552942,0.21862854077548238,long,1,16.450000000000003,18.25,2023-05-11
2023-01 -> 2023-04,2023-05,NIO,2023-05-11,2023-05-22,2023-06-09,8.5,-0.0988593155893535,0.09498095681438085,0.007808162170552942,0.21862854077548238,long,1,1.315,1.185,2023-05-11
2023-01 -> 2023-04,2023-05,INTC,2023-05-12,2023-05-23,2023-06-16,29.0,-0.0459518599562365,0.03117676857811398,0.007808162170552942,0.21862854077548238,long,1,2.285,2.1799999999999997,2023-05-12
2023-01 -> 2023-04,2023-05,AMD,2023-05-12,2023-05-23,2023-06-16,95.0,0.55,-0.2294597648353873,0.007808162170552942,0.21862854077548238,short,-1,10.0,15.5,2023-05-12
2023-01 -> 2023-04,2023-05,MSFT,2023-05-12,2023-05-23,2023-06-16,310.0,-0.0340557275541795,0.11150954792955892,0.007808162170552942,0.21862854077548238,long,1,16.15,15.6,2023-05-12
2023-01 -> 2023-04,2023-05,MSFT,2023-05-12,2023-05-23,2023-06-09,310.0,-0.0367647058823529,0.0760167660179487,0.007808162170552942,0.21862854077548238,long,1,13.6,13.1,2023-05-12
2023-01 -> 2023-04,2023-05,TSLA,2023-05-12,2023-05-23,2023-06-16,166.67,0.2389578163771712,0.1996703171842336,0.007808162170552942,0.21862854077548238,long,1,6.716666666666667,8.321666666666667,2023-05-12
2023-01 -> 2023-04,2023-05,F,2023-05-12,2023-05-23,2023-06-16,11.35,-0.1898148148148148,0.20305634403134654,0.007808162170552942,0.21862854077548238,long,1,1.08,0.875,2023-05-12
2023-01 -> 2023-04,2023-05,COIN,2023-05-12,2023-05-23,2023-06-16,55.0,-0.1853281853281852,0.03731863544364672,0.007808162170552942,0.21862854077548238,long,1,12.95,10.55,2023-05-12
2023-01 -> 2023-04,2023-05,RIVN,2023-05-12,2023-05-23,2023-06-16,12.5,0.1033707865168539,0.17910802248392438,0.007808162170552942,0.21862854077548238,long,1,2.225,2.455,2023-05-12
2023-01 -> 2023-04,2023-05,TSLA,2023-05-15,2023-05-24,2023-06-16,166.67,0.2151238591916558,0.10457370262476696,0.007808162170552942,0.21862854077548238,long,1,6.391666666666667,7.766666666666667,2023-05-15
2023-01 -> 2023-04,2023-05,META,2023-05-15,2023-05-24,2023-06-16,240.0,0.0957910014513787,0.1115549849016755,0.007808162170552942,0.21862854077548238,long,1,17.225,18.875,2023-05-15
2023-01 -> 2023-04,2023-05,MARA,2023-05-15,2023-05-24,2023-06-16,10.0,-0.1663405088062621,0.08807850690684006,0.007808162170552942,0.21862854077548238,long,1,2.5549999999999997,2.13,2023-05-15
2023-01 -> 2023-04,2023-05,MSFT,2023-05-15,2023-05-24,2023-06-16,310.0,-0.0130293159609122,0.14930148624719924,0.007808162170552942,0.21862854077548238,long,1,15.35,15.149999999999999,2023-05-15
2023-01 -> 2023-04,2023-05,NIO,2023-05-15,2023-05-24,2023-06-16,7.5,-0.0784982935153583,0.0545389703136217,0.007808162170552942,0.21862854077548238,long,1,1.465,1.35,2023-05-15
2023-01 -> 2023-04,2023-05,AMD,2023-05-15,2023-05-24,2023-06-16,95.0,0.5550617283950616,0.03942382759031305,0.007808162170552942,0.21862854077548238,long,1,10.125,15.745,2023-05-15
2023-01 -> 2023-04,2023-05,AMZN,2023-05-15,2023-05-24,2023-06-16,110.0,0.252037617554859,0.0382664632078294,0.007808162170552942,0.21862854077548238,long,1,0.39875,0.49925,2023-05-15
2023-01 -> 2023-04,2023-05,F,2023-05-15,2023-05-24,2023-06-16,11.35,-0.1632653061224489,0.17938356061234537,0.007808162170552942,0.21862854077548238,long,1,0.98,0.8200000000000001,2023-05-15
2023-01 -> 2023-04,2023-05,RIVN,2023-05-15,2023-05-24,2023-06-16,12.5,0.1618625277161861,0.12532140262815644,0.007808162170552942,0.21862854077548238,long,1,2.255,2.6199999999999997,2023-05-15
2023-01 -> 2023-04,2023-05,NIO,2023-05-16,2023-05-25,2023-06-16,7.5,-0.1094890510948906,0.05362409020986399,0.007808162170552942,0.21862854077548238,long,1,1.37,1.22,2023-05-16
2023-01 -> 2023-04,2023-05,AAPL,2023-05-16,2023-05-25,2023-06-16,170.0,-0.0339832869080779,0.030798156719540674,0.007808162170552942,0.21862854077548238,long,1,8.975,8.67,2023-05-16
2023-01 -> 2023-04,2023-05,META,2023-05-16,2023-05-25,2023-06-16,240.0,0.1887905604719763,0.15832598155522842,0.007808162170552942,0.21862854077548238,long,1,16.95,20.15,2023-05-16
2023-01 -> 2023-04,2023-05,RIVN,2023-05-16,2023-05-25,2023-06-16,12.5,0.252314814814815,0.0806904366312956,0.007808162170552942,0.21862854077548238,long,1,2.1599999999999997,2.705,2023-05-16
2023-01 -> 2023-04,2023-05,MSFT,2023-05-16,2023-05-25,2023-06-16,310.0,0.3954983922829583,0.1516779268269718,0.007808162170552942,0.21862854077548238,long,1,15.55,21.700000000000003,2023-05-16
2023-01 -> 2023-04,2023-05,TSLA,2023-05-16,2023-05-25,2023-06-16,166.67,0.2568393094289508,0.07501099842800757,0.007808162170552942,0.21862854077548238,long,1,6.275,7.886666666666667,2023-05-16
2023-01 -> 2023-04,2023-05,AMZN,2023-05-16,2023-05-25,2023-06-16,115.0,-0.0601265822784811,0.17646892148974866,0.007808162170552942,0.21862854077548238,long,1,0.395,0.37124999999999997,2023-05-16
2023-01 -> 2023-04,2023-05,INTC,2023-05-16,2023-05-25,2023-06-16,29.0,0.0690423162583518,0.0743225957656732,0.007808162170552942,0.21862854077548238,long,1,2.245,2.4,2023-05-16
2023-01 -> 2023-04,2023-05,AMD,2023-05-16,2023-05-25,2023-06-16,100.0,1.070921985815603,0.10528429043376836,0.007808162170552942,0.21862854077548238,long,1,10.575,21.9,2023-05-16
2023-01 -> 2023-04,2023-05,MARA,2023-05-16,2023-05-25,2023-06-16,9.0,-0.1735357917570497,0.2122759611259103,0.007808162170552942,0.21862854077548238,long,1,2.3049999999999997,1.905,2023-05-16
2023-01 -> 2023-04,2023-05,AMZN,2023-05-17,2023-05-26,2023-06-16,115.0,0.1359223300970872,0.19606325294611993,0.007808162170552942,0.21862854077548238,long,1,0.38625,0.43875,2023-05-17
2023-01 -> 2023-04,2023-05,MSFT,2023-05-17,2023-05-26,2023-06-16,315.0,0.6397849462365592,0.14246195730258912,0.007808162170552942,0.21862854077548238,long,1,13.95,22.875,2023-05-17
2023-01 -> 2023-04,2023-05,AMD,2023-05-17,2023-05-26,2023-06-16,105.0,1.2977995110024452,0.305550300652245,0.007808162170552942,0.21862854077548238,long,1,10.225,23.495,2023-05-17
2023-01 -> 2023-04,2023-05,MARA,2023-05-17,2023-05-26,2023-06-16,10.0,-0.0530612244897958,0.06347279286945089,0.007808162170552942,0.21862854077548238,long,1,2.45,2.3200000000000003,2023-05-17
2023-01 -> 2023-04,2023-05,RIVN,2023-05-17,2023-05-26,2023-06-16,12.5,0.423963133640553,0.28070651351484255,0.007808162170552942,0.21862854077548238,long,1,2.17,3.09,2023-05-17
2023-01 -> 2023-04,2023-05,META,2023-05-17,2023-05-26,2023-06-16,240.0,0.5712143928035981,0.12901840882175145,0.007808162170552942,0.21862854077548238,long,1,16.675,26.2,2023-05-17
2023-01 -> 2023-04,2023-05,AMZN,2023-05-18,2023-05-30,2023-06-16,120.0,-0.0640522875816992,0.08618816136804931,0.007808162170552942,0.21862854077548238,long,1,0.3824999999999999,0.358,2023-05-18
2023-01 -> 2023-04,2023-05,MARA,2023-05-18,2023-05-30,2023-06-16,9.0,-0.2,0.07412435372166397,0.007808162170552942,0.21862854077548238,long,1,2.225,1.78,2023-05-18
2023-01 -> 2023-04,2023-05,PLTR,2023-05-18,2023-05-30,2023-06-16,12.0,0.9320987654320988,0.16755912968451966,0.007808162170552942,0.21862854077548238,long,1,1.62,3.1300000000000003,2023-05-18
2023-01 -> 2023-04,2023-05,F,2023-05-18,2023-05-30,2023-06-16,11.35,0.5027027027027028,0.033078171097881554,0.007808162170552942,0.21862854077548238,long,1,0.925,1.3900000000000001,2023-05-18
2023-01 -> 2023-04,2023-05,MSFT,2023-05-18,2023-05-30,2023-06-16,320.0,0.2797020484171321,0.10366597605987819,0.007808162170552942,0.21862854077548238,long,1,13.425,17.18,2023-05-18
2023-01 -> 2023-04,2023-05,AMD,2023-05-18,2023-05-30,2023-06-16,110.0,0.6933649289099527,0.13435601458602922,0.007808162170552942,0.21862854077548238,long,1,10.55,17.865000000000002,2023-05-18
2023-01 -> 2023-04,2023-05,RIVN,2023-05-18,2023-05-30,2023-06-16,12.5,0.2815315315315315,0.24368522661330105,0.007808162170552942,0.21862854077548238,long,1,2.22,2.8449999999999998,2023-05-18
2023-01 -> 2023-04,2023-05,RIVN,2023-05-19,2023-05-31,2023-06-16,12.5,0.2442396313364056,0.16875902803257076,0.007808162170552942,0.21862854077548238,long,1,2.17,2.7,2023-05-19
2023-01 -> 2023-04,2023-05,AMD,2023-05-19,2023-05-31,2023-06-16,105.0,0.5409429280397022,0.014617050602273064,0.007808162170552942,0.21862854077548238,long,1,10.075,15.524999999999999,2023-05-19
2023-01 -> 2023-04,2023-05,PLTR,2023-05-19,2023-05-31,2023-06-16,12.0,0.8850931677018636,0.08515392462911754,0.007808162170552942,0.21862854077548238,long,1,1.61,3.035,2023-05-19
2023-01 -> 2023-04,2023-05,F,2023-05-19,2023-05-31,2023-06-16,11.35,0.0163043478260869,0.2020658384086198,0.007808162170552942,0.21862854077548238,long,1,0.92,0.935,2023-05-19
2023-01 -> 2023-04,2023-05,F,2023-05-19,2023-05-31,2023-06-23,11.5,0.0372340425531914,0.12063869711858617,0.007808162170552942,0.21862854077548238,long,1,0.94,0.975,2023-05-19
2023-01 -> 2023-04,2023-05,AMZN,2023-05-19,2023-05-31,2023-06-23,116.0,0.0862385321100917,0.105792654730468,0.007808162170552942,0.21862854077548238,long,1,8.175,8.88,2023-05-19
2023-01 -> 2023-04,2023-05,AMZN,2023-05-19,2023-05-31,2023-06-16,115.0,0.1121372031662268,0.025570042199392108,0.007808162170552942,0.21862854077548238,long,1,0.379,0.4215,2023-05-19
2023-01 -> 2023-04,2023-05,MARA,2023-05-19,2023-05-31,2023-06-16,9.0,-0.1247002398081534,0.07619280928476109,0.007808162170552942,0.21862854077548238,long,1,2.085,1.825,2023-05-19
2023-01 -> 2023-04,2023-05,NIO,2023-05-19,2023-05-31,2023-06-16,7.5,-0.1709090909090908,0.023986703442832963,0.007808162170552942,0.21862854077548238,long,1,1.375,1.1400000000000001,2023-05-19
2023-01 -> 2023-04,2023-05,MSFT,2023-05-19,2023-05-31,2023-06-23,320.0,0.1976351351351349,0.13695895043324385,0.007808162170552942,0.21862854077548238,long,1,14.8,17.724999999999998,2023-05-19
2023-01 -> 2023-04,2023-05,TSLA,2023-05-19,2023-05-31,2023-06-23,180.0,0.5187580853816297,0.03162333453131558,0.007808162170552942,0.21862854077548238,long,1,19.325000000000003,29.349999999999998,2023-05-19
2023-01 -> 2023-04,2023-05,META,2023-05-19,2023-05-31,2023-06-23,245.0,0.3966759002770083,0.16198636444482392,0.007808162170552942,0.21862854077548238,long,1,18.05,25.21,2023-05-19
2023-01 -> 2023-04,2023-05,MSFT,2023-05-19,2023-05-31,2023-06-16,320.0,0.2102272727272727,0.046798702709062605,0.007808162170552942,0.21862854077548238,long,1,13.2,15.975,2023-05-19
2023-01 -> 2023-04,2023-05,SOFI,2023-05-19,2023-05-31,2023-06-16,5.0,2.2499999999999996,0.04032493846728983,0.007808162170552942,0.21862854077548238,long,1,0.6200000000000001,2.015,2023-05-19
2023-01 -> 2023-04,2023-05,INTC,2023-05-22,2023-06-01,2023-06-23,30.0,0.0720524017467249,0.02651673855153687,0.007808162170552942,0.21862854077548238,long,1,2.29,2.455,2023-05-22
2023-01 -> 2023-04,2023-05,META,2023-05-22,2023-06-01,2023-06-23,250.0,0.5035460992907801,0.16921202718255524,0.007808162170552942,0.21862854077548238,long,1,17.625,26.5,2023-05-22
2023-01 -> 2023-04,2023-05,AMZN,2023-05-22,2023-06-01,2023-06-23,115.0,0.2694267515923566,0.06287921417509053,0.007808162170552942,0.21862854077548238,long,1,7.85,9.965,2023-05-22
2023-01 -> 2023-04,2023-05,MSFT,2023-05-22,2023-06-01,2023-06-23,320.0,0.2422628951747089,0.1734551357603843,0.007808162170552942,0.21862854077548238,long,1,15.025,18.665,2023-05-22
2023-01 -> 2023-04,2023-05,AAPL,2023-05-22,2023-06-01,2023-06-23,175.0,0.1425925925925925,0.10057308320082312,0.007808162170552942,0.21862854077548238,long,1,8.1,9.254999999999999,2023-05-22
2023-01 -> 2023-04,2023-05,F,2023-05-22,2023-06-01,2023-06-23,11.5,0.0786516853932583,0.20094463137814964,0.007808162170552942,0.21862854077548238,long,1,0.89,0.96,2023-05-22
2023-01 -> 2023-04,2023-05,RIVN,2023-05-22,2023-06-01,2023-06-23,14.0,-0.0632054176072233,0.13601555691139258,0.007808162170552942,0.21862854077548238,long,1,2.215,2.075,2023-05-22
2023-01 -> 2023-04,2023-05,MARA,2023-05-23,2023-06-02,2023-06-23,9.5,-0.1029082774049217,0.21048871526106935,0.007808162170552942,0.21862854077548238,long,1,2.235,2.005,2023-05-23
2023-01 -> 2023-04,2023-05,AAPL,2023-05-23,2023-06-02,2023-06-23,170.0,0.4540845070422534,0.1381891183024751,0.007808162170552942,0.21862854077548238,long,1,8.875,12.905,2023-05-23
2023-01 -> 2023-04,2023-05,META,2023-05-23,2023-06-02,2023-06-23,245.0,0.6608575380359614,0.27380151814029796,0.007808162170552942,0.21862854077548238,long,1,18.075,30.02,2023-05-23
