date,equity,daily_return,pnl_long,pnl_short,cum_invest_long,cum_invest_short,cum_invest_total,return_over_inv,cum_pnl_long,cum_pnl_short,open_positions,longs_open,shorts_open,cum_pnl,cum_return,running_max,drawdown
2023-04-03,50.870000000000005,0.0,0.0,0.0,0.0,50.870000000000005,50.870000000000005,0.0,0.0,0.0,4,0,4,0.0,0.0,50.870000000000005,0.0
2023-04-04,103.785,0.0,0.0,0.0,0.0,103.785,103.785,0.0,0.0,0.0,10,0,10,0.0,0.0,103.785,0.0
2023-04-05,165.89,0.0,0.0,0.0,0.0,165.89,165.89,0.0,0.0,0.0,16,0,16,0.0,0.0,165.89,0.0
2023-04-06,213.60000000000002,0.0,0.0,0.0,0.95,214.55,215.5,0.0,0.0,0.0,22,1,21,0.0,0.0,213.60000000000002,0.0
2023-04-10,226.28000000000003,0.0,0.0,0.0,0.95,227.23000000000002,228.18,0.0,0.0,0.0,24,1,23,0.0,0.0,226.28000000000003,0.0
2023-04-11,251.38500000000005,0.0,0.0,0.0,1.96,253.34500000000003,255.30500000000004,0.0,0.0,0.0,29,2,27,0.0,0.0,251.38500000000005,0.0
2023-04-12,311.125,0.0,0.0,0.0,1.96,313.085,315.04499999999996,0.0,0.0,0.0,33,2,31,0.0,0.0,311.125,0.0
2023-04-13,337.00499999999994,0.14016119520345974,0.0,7.129999999999997,12.335,342.21,354.54499999999996,0.02011028219266947,0.0,7.129999999999997,32,3,29,7.129999999999997,0.14016119520345974,337.00499999999994,0.0
2023-04-14,536.2749999999997,0.12718510819238396,0.0,6.729999999999997,23.285,545.6999999999998,568.9849999999998,0.024359165883107638,0.0,13.859999999999994,46,4,42,13.859999999999994,0.2724592097503439,536.2749999999997,0.0
2023-04-17,524.1799999999997,0.18388213509379273,0.0,11.419999999999998,89.41,588.3099999999998,677.7199999999998,0.03730154045918669,0.0,25.279999999999994,48,6,42,25.279999999999994,0.4969530174955768,536.2749999999997,-0.022553727098969807
2023-04-18,458.9199999999998,0.14301552106430154,-0.020000000000000018,7.114999999999999,184.655,611.1999999999998,795.8549999999998,0.040679520766973884,-0.020000000000000018,32.394999999999996,52,11,41,32.37499999999999,0.6364261843915862,536.2749999999997,-0.144245023542026
2023-04-19,492.5949999999998,0.08320189274447949,0.0,1.055,210.03,669.1949999999998,879.2249999999998,0.038022121754954646,-0.020000000000000018,33.449999999999996,57,13,44,33.42999999999999,0.6571653233733042,536.2749999999997,-0.08145074821686629
2023-04-20,572.5399999999997,0.0383410138248848,-0.10000000000000009,1.1400000000000003,219.655,757.7249999999998,977.3799999999998,0.035267756655548516,-0.1200000000000001,34.589999999999996,59,13,46,34.47,0.6776095930804009,572.5399999999997,0.0
2023-04-21,747.4899999999998,0.1834616672246402,0.0,10.960000000000004,219.655,921.7149999999997,1141.3699999999997,0.03980304371062847,-0.1200000000000001,45.55,69,13,56,45.43,0.8930607430705719,747.4899999999998,0.0
2023-04-24,794.0349999999997,0.04898734177215191,-1.6649999999999991,3.5999999999999996,219.655,966.3249999999996,1185.9799999999996,0.03993743570717889,-1.7849999999999993,49.15,71,12,59,47.365,0.9310988794967564,794.0349999999997,0.0
2023-04-25,811.6199999999995,0.05313840701361689,-0.6999999999999993,12.095000000000004,229.32999999999998,982.1899999999995,1211.5199999999995,0.04850105652403595,-2.4849999999999985,61.245000000000005,57,13,44,58.760000000000005,1.1551012384509534,811.6199999999995,0.0
2023-04-26,858.5199999999996,-0.23984917459879518,-20.09999999999999,-5.980000000000002,230.48,1056.3199999999995,1286.7999999999995,0.025396331986322677,-22.58499999999999,55.265,58,12,46,32.68000000000001,0.6424218596422253,858.5199999999996,0.0
2023-04-27,900.1199999999995,-0.14728911838151268,-16.945,-0.45500000000000007,230.48,1115.3199999999995,1345.7999999999995,0.01135384158121565,-39.52999999999999,54.81,54,6,48,15.280000000000015,0.3003735010811876,900.1199999999995,0.0
2023-04-28,1096.4849999999994,0.10015593139018822,3.2699999999999956,5.079999999999995,233.795,1306.6499999999996,1540.4449999999997,0.015339723261784753,-36.25999999999999,59.89,69,7,62,23.63000000000001,0.4645173972872028,1096.4849999999994,0.0
2023-05-01,1071.7949999999998,0.06010901125770466,-0.7999999999999989,6.700000000000001,264.385,1306.6499999999996,1571.0349999999996,0.018796525857157874,-37.05999999999999,66.59,66,10,56,29.530000000000015,0.5804993119716928,1096.4849999999994,-0.02251740789887651
2023-05-02,1045.705,0.001859869504238051,0.0,0.30499999999999794,293.185,1309.0549999999996,1602.2399999999996,0.018620805871779517,-37.05999999999999,66.895,56,12,44,29.835000000000008,0.5864949872223315,1096.4849999999994,-0.046311623050018506
2023-05-03,999.405,-0.11746245236494073,0.0,-5.2400000000000055,334.245,1309.0549999999996,1643.2999999999997,0.01496683502707966,-37.05999999999999,61.65499999999999,56,17,39,24.595,0.4834873206211912,1096.4849999999994,-0.0885374628927888
2023-05-04,944.24,-0.06519185591229446,-2.34,0.6749999999999996,399.87,1321.1799999999996,1721.0499999999997,0.013323261962174251,-39.39999999999999,62.329999999999984,56,19,37,22.929999999999993,0.4507568311381952,1096.4849999999994,-0.13884822865793833
2023-05-05,926.6149999999999,-0.0037858660998937215,-0.08999999999999986,-0.1949999999999995,425.05999999999995,1329.0299999999995,1754.0899999999995,0.012909827887964697,-39.489999999999995,62.134999999999984,54,24,30,22.64499999999999,0.44515431492038504,1096.4849999999994,-0.15492231995877703
2023-05-08,898.5299999999999,-0.03525423728813567,0.0,-2.080000000000004,451.06499999999994,1329.0299999999995,1780.0949999999993,0.011552754206938388,-39.489999999999995,60.05499999999998,52,28,24,20.564999999999984,0.4042657755061919,1096.4849999999994,-0.18053598544439703
2023-05-09,877.6399999999998,0.11369416116519819,0.4399999999999996,21.689999999999998,494.0849999999999,1329.0299999999995,1823.1149999999993,0.023418709187297562,-39.05,81.74499999999998,34,29,5,42.69499999999998,0.839296245331236,1096.4849999999994,-0.1995877736585542
2023-05-10,824.3349999999998,-0.025171624713958802,-0.7699999999999998,0.0,546.6199999999999,1329.0299999999995,1875.6499999999994,0.022352251219577207,-39.82,81.74499999999998,38,33,5,41.924999999999976,0.8241596225673279,1096.4849999999994,-0.2482022097885514
2023-05-11,785.9999999999997,-0.07835282807242427,-2.789999999999999,0.345,582.5099999999999,1329.0299999999995,1911.5399999999995,0.02065350450422172,-42.61,82.08999999999997,40,37,3,39.479999999999976,0.7760959308040096,1096.4849999999994,-0.2831639283711131
2023-05-12,742.0883333333329,0.026668290306868066,1.0950000000000029,0.0,637.5166666666667,1339.0299999999995,1976.5466666666662,0.02052822768329949,-41.51499999999999,82.08999999999997,43,39,4,40.57499999999998,0.7976213878513855,1096.4849999999994,-0.32321159584186443
2023-05-15,686.9379166666662,0.02051446945337618,-0.8300000000000027,2.4250000000000007,694.2620833333333,1339.0299999999995,2033.2920833333328,0.02073976500752781,-42.345,84.51499999999997,46,44,2,42.16999999999997,0.8289758207194804,1096.4849999999994,-0.3735090615314696
2023-05-16,611.5629166666663,-0.2595338983050848,-3.7749999999999995,-4.800000000000001,761.0620833333332,1339.0299999999995,2100.092083333333,0.015996917595478444,-46.12,79.71499999999997,49,48,1,33.59499999999998,0.6604088853941414,1096.4849999999994,-0.44225145198824733
2023-05-17,562.5866666666662,-0.11997692751393974,-3.1200000000000028,0.0,806.9183333333333,1339.0299999999995,2145.948333333333,0.014201180674589082,-49.24,79.71499999999997,51,50,1,30.474999999999973,0.5990760762728518,1096.4849999999994,-0.48691804569449965
