ticker,date,exit_date,exdate,strike,strike_key,signal,alpha_call,alpha_put,call_entry_premium,put_entry_premium,call_exit_premium,put_exit_premium,weighted_entry,weighted_exit,trade_profit_w,trade_return_w
GOOGL,2023-04-27,2023-05-08,2023-05-26,108.0,108.0,short,0.8932845440966511,0.10671545590334885,3.4000000000000004,3.4000000000000004,2.6550000000000002,2.63,6.800000000000001,5.304664227204833,1.4953357727951673,0.21990231952870104
MARA,2023-04-27,2023-05-08,2023-05-26,10.0,10.0,short,0.29796734149458737,0.7020326585054126,1.4449999999999998,1.455,0.76,1.475,2.9,2.5183570396154042,0.38164296038459566,0.13160102082227437
NIO,2023-04-27,2023-05-08,2023-05-26,8.0,8.0,short,0.7175566907253552,0.2824433092746448,0.615,0.63,0.635,0.325,1.245,1.103812953038083,0.1411870469619172,0.11340325057182103
PLTR,2023-04-27,2023-05-08,2023-05-26,8.0,8.0,short,0.8411410830896078,0.15885891691039222,0.49,0.64,0.525,0.76,1.13,1.2315503347269074,-0.10155033472690755,-0.08986755285567041
TSLA,2023-04-27,2023-05-08,2023-05-26,160.0,160.0,short,0.4475211971606554,0.5524788028393446,9.2,8.425,14.975000000000001,2.74,17.625,16.005555105697667,1.6194448943023332,0.09188339825828841
AAPL,2023-04-28,2023-05-09,2023-05-26,170.0,170.0,short,0.5372700304241009,0.46272996957589907,4.725,4.75,4.25,2.255,9.475,6.6602970162176725,2.814702983782327,0.29706627797174956
AAPL,2023-04-28,2023-05-09,2023-05-26,170.0,170.0,short,0.5372700304241009,0.46272996957589907,4.725,4.75,4.25,2.255,9.475,6.6602970162176725,2.814702983782327,0.29706627797174956
AAPL,2023-04-28,2023-05-09,2023-06-02,170.0,170.0,short,0.8138736230599108,0.18612637694008916,5.2,5.1,4.875,2.74,10.3,8.88893944914348,1.4110605508565204,0.13699616998606992
AAPL,2023-04-28,2023-05-09,2023-06-02,170.0,170.0,short,0.8138736230599108,0.18612637694008916,5.2,5.1,4.875,2.74,10.3,8.88893944914348,1.4110605508565204,0.13699616998606992
AMD,2023-04-28,2023-05-09,2023-05-26,89.0,89.0,short,0.9376145888119507,0.0623854111880493,5.05,4.4,7.6,1.275,9.45,13.50538368171465,-4.05538368171465,-0.42914113034017465
AMZN,2023-04-28,2023-05-09,2023-05-26,105.0,105.0,short,0.35314830362609806,0.6468516963739019,4.025,3.3,3.8499999999999996,1.9849999999999999,7.325,5.324433545808013,2.000566454191987,0.27311487429242143
AMZN,2023-04-28,2023-05-09,2023-05-26,105.0,105.0,short,0.35314830362609806,0.6468516963739019,4.025,3.3,3.8499999999999996,1.9849999999999999,7.325,5.324433545808013,2.000566454191987,0.27311487429242143
AMZN,2023-04-28,2023-05-09,2023-06-02,105.0,105.0,short,0.7256028087422776,0.27439719125772244,4.45,3.625,4.375,2.42,8.075,7.23970042372588,0.8352995762741191,0.10344267198441104
AMZN,2023-04-28,2023-05-09,2023-06-02,105.0,105.0,short,0.7256028087422776,0.27439719125772244,4.45,3.625,4.375,2.42,8.075,7.23970042372588,0.8352995762741191,0.10344267198441104
F,2023-04-28,2023-05-09,2023-05-26,12.0,12.0,short,0.9361411463022342,0.06385885369776578,0.485,0.5700000000000001,0.325,0.415,1.0550000000000002,0.7108640684669365,0.34413593153306365,0.3261951957659371
F,2023-04-28,2023-05-09,2023-05-26,12.0,12.0,short,0.9361411463022342,0.06385885369776578,0.485,0.5700000000000001,0.325,0.415,1.0550000000000002,0.7108640684669365,0.34413593153306365,0.3261951957659371
F,2023-04-28,2023-05-09,2023-06-02,12.0,12.0,short,0.9271456459961567,0.07285435400384332,0.535,0.61,0.385,0.46499999999999997,1.145,0.827531328104892,0.31746867189510797,0.27726521562891526
F,2023-04-28,2023-05-09,2023-06-02,12.0,12.0,short,0.9271456459961567,0.07285435400384332,0.535,0.61,0.385,0.46499999999999997,1.145,0.827531328104892,0.31746867189510797,0.27726521562891526
GOOGL,2023-04-28,2023-05-09,2023-05-26,107.0,107.0,short,0.8347125145119534,0.16528748548804661,3.5,2.9,3.025,2.46,6.4,5.514492710846545,0.8855072891534554,0.1383605139302274
MARA,2023-04-28,2023-05-09,2023-05-26,10.0,10.0,short,0.2594798570935936,0.7405201429064063,1.375,1.345,0.73,1.4100000000000001,2.7199999999999998,2.4862638087528066,0.23373619124719314,0.08593242325264454
MARA,2023-04-28,2023-05-09,2023-05-26,10.0,10.0,short,0.2594798570935936,0.7405201429064063,1.375,1.345,0.73,1.4100000000000001,2.7199999999999998,2.4862638087528066,0.23373619124719314,0.08593242325264454
MARA,2023-04-28,2023-05-09,2023-06-02,10.0,10.0,short,0.3739440225684497,0.6260559774315503,1.5150000000000001,1.505,0.875,1.56,3.02,2.6120262973719246,0.4079737026280754,0.1350906300092965
MARA,2023-04-28,2023-05-09,2023-06-02,10.0,10.0,short,0.3739440225684497,0.6260559774315503,1.5150000000000001,1.505,0.875,1.56,3.02,2.6120262973719246,0.4079737026280754,0.1350906300092965
META,2023-04-28,2023-05-09,2023-05-26,240.0,240.0,short,0.18180732828436014,0.8181926717156398,8.774999999999999,7.725,3.5999999999999996,9.8,16.5,18.357136539518596,-1.8571365395185957,-0.11255372966779367
META,2023-04-28,2023-05-09,2023-05-26,240.0,240.0,short,0.18180732828436014,0.8181926717156398,8.774999999999999,7.725,3.5999999999999996,9.8,16.5,18.357136539518596,-1.8571365395185957,-0.11255372966779367
META,2023-04-28,2023-05-09,2023-06-02,240.0,240.0,short,0.12382603634054327,0.8761739636594568,9.774999999999999,8.575,4.7,10.7,18.349999999999998,21.15460410453011,-2.8046041045301138,-0.15283946073733592
META,2023-04-28,2023-05-09,2023-06-02,240.0,240.0,short,0.12382603634054327,0.8761739636594568,9.774999999999999,8.575,4.7,10.7,18.349999999999998,21.15460410453011,-2.8046041045301138,-0.15283946073733592
NIO,2023-04-28,2023-05-09,2023-05-26,8.0,8.0,short,0.9188267507358419,0.08117324926415814,0.55,0.65,0.55,0.375,1.2000000000000002,1.158788965758197,0.04121103424180328,0.03434252853483606
NIO,2023-04-28,2023-05-09,2023-05-26,8.0,8.0,short,0.9188267507358419,0.08117324926415814,0.55,0.65,0.55,0.375,1.2000000000000002,1.158788965758197,0.04121103424180328,0.03434252853483606
NIO,2023-04-28,2023-05-09,2023-06-02,8.0,8.0,short,0.7737895791365534,0.22621042086344656,0.645,0.72,0.655,0.48,1.365,1.2784498054144402,0.08655019458555979,0.06340673596011706
NIO,2023-04-28,2023-05-09,2023-06-02,8.0,8.0,short,0.7737895791365534,0.22621042086344656,0.645,0.72,0.655,0.48,1.365,1.2784498054144402,0.08655019458555979,0.06340673596011706
PLTR,2023-04-28,2023-05-09,2023-05-26,7.5,7.5,long,0.9459270715201129,0.054072928479887095,0.69,0.4,2.135,0.045,1.0899999999999999,3.1969411051563394,2.1069411051563396,1.9329734909691192
PLTR,2023-04-28,2023-05-09,2023-06-02,8.0,8.0,short,0.9305295829392487,0.0694704170607513,0.485,0.69,1.7,0.10500000000000001,1.1749999999999998,3.8448604619377105,-2.6698604619377106,-2.2722216697342223
SOFI,2023-04-28,2023-05-09,2023-05-26,6.0,6.0,long,0.9784477395435495,0.021552260456450534,0.6799999999999999,0.405,0.08499999999999999,0.6699999999999999,1.085,0.17138695180847469,-0.9136130481915252,-0.8420396757525579
SOFI,2023-04-28,2023-05-09,2023-05-26,6.0,6.0,long,0.9784477395435495,0.021552260456450534,0.6799999999999999,0.405,0.08499999999999999,0.6699999999999999,1.085,0.17138695180847469,-0.9136130481915252,-0.8420396757525579
SOFI,2023-04-28,2023-05-09,2023-06-02,6.0,6.0,long,0.9672913141627328,0.03270868583726716,0.71,0.43000000000000005,0.11499999999999999,0.705,1.1400000000000001,0.2397431134181395,-0.9002568865818606,-0.7896990233174216
SOFI,2023-04-28,2023-05-09,2023-06-02,6.0,6.0,long,0.9672913141627328,0.03270868583726716,0.71,0.43000000000000005,0.11499999999999999,0.705,1.1400000000000001,0.2397431134181395,-0.9002568865818606,-0.7896990233174216
TSLA,2023-04-28,2023-05-09,2023-05-26,165.0,165.0,short,0.32322017986958496,0.676779820130415,8.25,8.325,9.225000000000001,4.8,16.575,12.45833885709178,4.116661142908219,0.24836567981346724
TSLA,2023-04-28,2023-05-09,2023-05-26,165.0,165.0,short,0.32322017986958496,0.676779820130415,8.25,8.325,9.225000000000001,4.8,16.575,12.45833885709178,4.116661142908219,0.24836567981346724
TSLA,2023-04-28,2023-05-09,2023-06-02,165.0,165.0,short,0.6023209790041223,0.3976790209958777,9.175,9.274999999999999,10.425,5.875,18.45,17.274369103692834,1.1756308963071653,0.06371983177816615
TSLA,2023-04-28,2023-05-09,2023-06-02,165.0,165.0,short,0.6023209790041223,0.3976790209958777,9.175,9.274999999999999,10.425,5.875,18.45,17.274369103692834,1.1756308963071653,0.06371983177816615
BABA,2023-05-01,2023-05-10,2023-06-02,84.0,84.0,long,0.6542640357840188,0.3457359642159812,4.675,3.9749999999999996,3.7249999999999996,4.425,8.649999999999999,7.8385250791755,-0.8114749208244989,-0.0938121295750866
MARA,2023-05-01,2023-05-10,2023-06-02,9.0,9.0,long,0.5803967962124424,0.41960320378755755,1.145,1.435,1.85,0.635,2.58,2.8984676882541307,0.31846768825413063,0.12343708847059326
PLTR,2023-05-01,2023-05-10,2023-06-02,8.0,8.0,long,0.6785586354877448,0.32144136451225525,0.48,0.655,2.03,0.055,1.135,3.2877872131960006,2.1527872131960004,1.8967288221991192
TSLA,2023-05-01,2023-05-10,2023-06-02,160.0,160.0,long,0.8693056084699278,0.13069439153007223,10.475,7.75,13.1,4.0,18.225,21.042691783434964,2.817691783434963,0.15460585917338615
AAPL,2023-05-02,2023-05-11,2023-06-02,170.0,170.0,long,0.9122058805775095,0.08779411942249049,4.75,5.6,5.800000000000001,1.83,10.35,11.825301989731512,1.4753019897315127,0.14254125504652299
F,2023-05-02,2023-05-11,2023-06-02,12.0,12.0,short,0.492152721786862,0.507847278213138,0.5549999999999999,0.65,0.33999999999999997,0.435,1.205,0.7728460171650493,0.43215398283495077,0.35863401065141143
NIO,2023-05-02,2023-05-11,2023-06-02,7.5,7.5,short,0.9121369513074027,0.08786304869259731,0.6,0.6,1.12,0.165,1.2,2.0721815769971395,-0.8721815769971395,-0.7268179808309496
TSLA,2023-05-02,2023-05-11,2023-06-02,160.0,160.0,long,0.8143864455743625,0.18561355442563754,9.825,8.625,15.375,3.005,18.45,24.706217425207704,6.256217425207705,0.33909037535001113
AAPL,2023-05-03,2023-05-12,2023-06-02,165.0,165.0,long,0.8565427323859841,0.1434572676140159,7.075,4.15,8.95,0.935,11.225000000000001,12.525559761238998,1.300559761238997,0.11586278496561218
MARA,2023-05-03,2023-05-12,2023-06-02,9.5,9.5,long,0.4431276789925926,0.5568723210074074,1.355,1.345,0.675,1.32,2.7,2.071623046835744,-0.6283769531642562,-0.23273220487565044
NFLX,2023-05-03,2023-05-12,2023-06-02,320.0,320.0,long,0.4128719948923482,0.5871280051076517,12.825,11.95,24.0,3.2249999999999996,24.775,23.067428182232447,-1.7075718177675512,-0.06892318134278713
NIO,2023-05-03,2023-05-12,2023-06-02,7.5,7.5,long,0.7550959018849527,0.24490409811504732,0.7050000000000001,0.535,0.73,0.255,1.2400000000000002,1.1142669053159757,-0.1257330946840245,-0.10139765700324554
PLTR,2023-05-03,2023-05-12,2023-06-02,7.5,7.5,long,0.6137857181048075,0.38621428189519247,0.605,0.515,2.0300000000000002,0.035,1.12,2.33601415511905,1.21601415511905,1.0857269242134373
AAPL,2023-05-04,2023-05-15,2023-06-02,165.0,165.0,short,0.8304876435475215,0.16951235645247853,6.175000000000001,5.2,8.325,0.805,11.375,13.034465777751537,-1.659465777751537,-0.14588710134079447
BABA,2023-05-04,2023-05-15,2023-06-02,82.0,82.0,long,0.7519178533023638,0.24808214669763617,4.9,3.9749999999999996,7.925,1.4849999999999999,8.875,11.615527079621213,2.740527079621213,0.3087917836192916
NFLX,2023-05-04,2023-05-15,2023-06-02,320.0,320.0,long,0.1924894640988533,0.8075105359011467,13.475,11.3,20.325,3.575,24.775,13.52255961485126,-11.252440385148738,-0.45418528295252225
PLTR,2023-05-04,2023-05-15,2023-06-02,7.5,7.5,long,0.3594117471139634,0.6405882528860366,0.5,0.625,2.06,0.025,1.125,1.694699919253092,0.569699919253092,0.5063999282249707
SOFI,2023-05-04,2023-05-15,2023-06-02,5.0,5.0,short,0.6744309947017382,0.3255690052982618,0.33,0.42000000000000004,0.175,0.395,0.75,0.497882023545488,0.252117976454512,0.33615730193934934
AAPL,2023-05-05,2023-05-16,2023-06-02,175.0,175.0,long,0.9105071315851833,0.08949286841481674,3.375,4.5,1.625,4.075,7.875,4.090535558476981,-3.784464441523019,-0.48056691320927225
AMD,2023-05-05,2023-05-16,2023-06-02,90.0,90.0,short,0.1030356963572259,0.8969643036427741,4.0,3.8499999999999996,12.175,0.475,7.85,3.3305927237019115,4.519407276298088,0.5757206721398838
COIN,2023-05-05,2023-05-16,2023-06-02,58.0,58.0,long,0.732186735993936,0.267813264006064,5.825,5.5,4.175,4.3,11.325,8.314446716285639,-3.0105532837143603,-0.26583251953327686
INTC,2023-05-05,2023-05-16,2023-06-09,31.0,31.0,long,0.12384825032704294,0.8761517496729571,1.27,1.17,0.315,1.975,2.44,3.6836493929682708,1.2436493929682708,0.5096923741673242
NIO,2023-05-05,2023-05-16,2023-06-02,8.0,8.0,long,0.2097884122911305,0.7902115877088696,0.7050000000000001,0.51,0.38,0.45,1.215,0.9845423971929687,-0.23045760280703143,-0.18967703934735095
PLTR,2023-05-05,2023-05-16,2023-06-02,7.5,7.5,long,0.7343073576144401,0.2656926423855599,0.525,0.605,2.02,0.025,1.13,3.2050348321740003,2.0750348321740004,1.836314010773452
PLTR,2023-05-05,2023-05-16,2023-06-02,7.5,7.5,long,0.7343073576144401,0.2656926423855599,0.525,0.605,2.02,0.025,1.13,3.2050348321740003,2.0750348321740004,1.836314010773452
PLTR,2023-05-05,2023-05-16,2023-06-09,7.5,7.5,long,0.14257638545501458,0.8574236145449854,0.5700000000000001,0.635,2.04,0.035,1.205,0.6718272033387512,-0.5331727966612488,-0.4424670511711608
PLTR,2023-05-05,2023-05-16,2023-06-09,7.5,7.5,long,0.14257638545501458,0.8574236145449854,0.5700000000000001,0.635,2.04,0.035,1.205,0.6718272033387512,-0.5331727966612488,-0.4424670511711608
AAPL,2023-05-08,2023-05-17,2023-06-09,175.0,175.0,long,0.9643963701175743,0.035603629882425714,3.775,4.775,2.425,4.175,8.55,5.562995729255567,-2.9870042707444338,-0.34935722464847174
MSFT,2023-05-08,2023-05-17,2023-06-09,310.0,310.0,long,0.8461111614221108,0.15388883857788915,7.2,8.125,8.774999999999999,3.95,15.325,16.949628210409646,1.6246282104096466,0.10601162873798672
PLTR,2023-05-08,2023-05-17,2023-06-09,7.5,7.5,long,0.47498422993203954,0.5250157700679605,0.815,0.545,2.795,0.025,1.3599999999999999,2.248103037911212,0.888103037911212,0.6530169396405971
SOFI,2023-05-08,2023-05-17,2023-06-09,5.5,5.5,long,0.21383209460461558,0.7861679053953844,0.37,0.4,0.10500000000000001,0.635,0.77,1.0077171956516915,0.23771719565169147,0.3087236307164824
AAPL,2023-05-09,2023-05-18,2023-06-09,170.0,170.0,long,0.6933949708687125,0.3066050291312875,5.6,3.275,6.975,1.39,8.875,8.819795729201978,-0.05520427079802204,-0.0062201995265376946
NIO,2023-05-09,2023-05-18,2023-06-09,8.0,8.0,long,0.31401853341464175,0.6859814665853583,0.76,0.565,0.51,0.63,1.325,1.292700013393015,-0.032299986606984854,-0.02437734838263008
SOFI,2023-05-09,2023-05-18,2023-06-09,5.5,5.5,long,0.35455276974278216,0.6454472302572178,0.33999999999999997,0.405,0.125,0.545,0.745,0.7441917303739554,-0.0008082696260446331,-0.0010849256725431317
AAPL,2023-05-10,2023-05-19,2023-06-09,175.0,175.0,long,0.9553874645024463,0.04461253549755373,3.425,4.425000000000001,3.5,2.725,7.8500000000000005,7.879685671541152,0.029685671541151315,0.0037816142090638617
AMZN,2023-05-10,2023-05-19,2023-06-09,110.0,110.0,long,0.3789117129368749,0.6210882870631251,4.05,3.3499999999999996,7.625,0.99,7.3999999999999995,6.637272062052747,-0.7627279379472522,-0.1030713429658449
F,2023-05-10,2023-05-19,2023-06-09,12.0,12.0,long,0.8790299537271706,0.12097004627282937,0.41500000000000004,0.5,0.215,0.54,0.915,0.536234569960491,-0.378765430039509,-0.4139512896606656
MSFT,2023-05-10,2023-05-19,2023-06-09,310.0,310.0,long,0.9036985821421714,0.09630141785782864,8.675,6.0,11.825,2.41,14.675,18.644936844164988,3.9699368441649874,0.2705238053945477
NIO,2023-05-10,2023-05-19,2023-06-09,8.0,8.0,long,0.5656479580720869,0.4343520419279131,0.7050000000000001,0.5700000000000001,0.615,0.5,1.2750000000000001,1.1149213830141678,-0.16007861698583237,-0.12555185645947636
RIVN,2023-05-10,2023-05-19,2023-06-09,14.0,14.0,long,0.5297809884073303,0.47021901159266966,1.1749999999999998,1.025,0.615,1.1099999999999999,2.1999999999999997,1.7303052954116638,-0.46969470458833595,-0.2134975929946982
SOFI,2023-05-10,2023-05-19,2023-06-09,5.5,5.5,long,0.15024905980929515,0.8497509401907049,0.35,0.37,0.095,0.65,0.72,1.1041830672501243,0.3841830672501243,0.5335875934029505
TSLA,2023-05-10,2023-05-19,2023-06-09,170.0,170.0,long,0.6453087699459391,0.3546912300540609,8.375,9.125,13.825,3.375,17.5,20.937493699499708,3.437493699499708,0.19642821139998332
F,2023-05-11,2023-05-22,2023-06-09,12.0,12.0,long,0.7197038397435598,0.2802961602564402,0.405,0.495,0.175,0.53,0.9,0.5499883991776914,-0.35001160082230864,-0.38890177869145404
META,2023-05-11,2023-05-22,2023-06-09,235.0,235.0,long,0.9104472593043168,0.0895527406956832,9.05,7.4,16.15,2.1,16.450000000000003,27.144711132603508,10.694711132603505,0.650134415355836
MSFT,2023-05-11,2023-05-22,2023-06-09,310.0,310.0,long,0.9612651396432509,0.03873486035674911,7.575,6.8,13.875,1.84,14.375,25.461206627436916,11.086206627436916,0.771214374082568
NIO,2023-05-11,2023-05-22,2023-06-09,8.5,8.5,long,0.6558874279933813,0.3441125720066187,0.64,0.675,0.74,0.445,1.315,1.2955764478914011,-0.019423552108598807,-0.014770762059770957
RIVN,2023-05-11,2023-05-22,2023-06-09,14.0,14.0,long,0.35832599132592313,0.6416740086740769,1.0350000000000001,1.135,0.94,0.71,2.17,1.5772336125994653,-0.5927663874005347,-0.27316423382513116
SOFI,2023-05-11,2023-05-22,2023-06-09,5.0,5.0,long,0.3250025249327292,0.6749974750672708,0.41500000000000004,0.265,0.42,0.155,0.68,0.49213508209980605,-0.187864917900194,-0.2762719380885206
AMD,2023-05-12,2023-05-23,2023-06-16,95.0,95.0,short,0.1306382212718813,0.8693617787281187,5.35,4.65,14.5,1.0,10.0,5.41025729492595,4.58974270507405,0.458974270507405
COIN,2023-05-12,2023-05-23,2023-06-16,55.0,55.0,long,0.7352621491004696,0.2647378508995304,7.65,5.3,7.3,3.25,12.95,11.188307285697208,-1.7616927143027912,-0.136038047436509
F,2023-05-12,2023-05-23,2023-06-16,11.35,11.35,long,0.547038694289802,0.452961305710198,0.725,0.355,0.64,0.235,1.08,0.8453708079932374,-0.2346291920067627,-0.21724925185811358
INTC,2023-05-12,2023-05-23,2023-06-16,29.0,29.0,long,0.22380657563538855,0.7761934243646115,1.185,1.1,1.4049999999999998,0.775,2.285,1.8559243280652924,-0.42907567193470775,-0.187779287498778
MSFT,2023-05-12,2023-05-23,2023-06-09,310.0,310.0,long,0.9199794691374726,0.08002053086252736,6.425,7.175,9.7,3.4000000000000004,13.6,19.404990773949223,5.804990773949223,0.4268375569080311
MSFT,2023-05-12,2023-05-23,2023-06-09,310.0,310.0,long,0.9199794691374726,0.08002053086252736,6.425,7.175,9.7,3.4000000000000004,13.6,19.404990773949223,5.804990773949223,0.4268375569080311
MSFT,2023-05-12,2023-05-23,2023-06-16,310.0,310.0,long,0.7301864835368422,0.26981351646315777,7.85,8.3,11.1,4.5,16.15,19.037255431456703,2.8872554314567047,0.1787774260963904
MSFT,2023-05-12,2023-05-23,2023-06-16,310.0,310.0,long,0.7301864835368422,0.26981351646315777,7.85,8.3,11.1,4.5,16.15,19.037255431456703,2.8872554314567047,0.1787774260963904
RIVN,2023-05-12,2023-05-23,2023-06-16,12.5,12.5,long,0.33287374091265104,0.667126259087349,1.35,0.875,2.105,0.35,2.225,1.7485985000559001,-0.47640149994409997,-0.21411303368274154
AMD,2023-05-15,2023-05-24,2023-06-16,95.0,95.0,long,0.1943723256067302,0.8056276743932698,6.475,3.6500000000000004,14.7,1.045,10.125,6.803291442036819,-3.3217085579631807,-0.32806998103340057
F,2023-05-15,2023-05-24,2023-06-16,11.35,11.35,long,0.5816366314945468,0.4183633685054532,0.66,0.32,0.425,0.395,0.98,0.8731369025169384,-0.10686309748306155,-0.1090439770235322
MARA,2023-05-15,2023-05-24,2023-06-16,10.0,10.0,long,0.4348324392315155,0.5651675607684845,1.01,1.545,0.745,1.385,2.5549999999999997,2.113960042077435,-0.4410399579225648,-0.17261837883466333
META,2023-05-15,2023-05-24,2023-06-16,240.0,240.0,long,0.339286190687144,0.660713809312856,8.5,8.725000000000001,14.524999999999999,4.35,17.225,15.660807208564542,-1.5641927914354596,-0.09080945088159417
MSFT,2023-05-15,2023-05-24,2023-06-16,310.0,310.0,long,0.952224438795749,0.04777556120425097,7.7,7.65,9.95,5.2,15.350000000000001,19.38623232113629,4.036232321136289,0.26294673101865074
NIO,2023-05-15,2023-05-24,2023-06-16,7.5,7.5,long,0.40443383869097116,0.5955661613090288,1.12,0.345,0.895,0.455,1.465,1.6241616884452839,0.15916168844528378,0.10864279074763397
RIVN,2023-05-15,2023-05-24,2023-06-16,12.5,12.5,long,0.5469769371917602,0.4530230628082398,1.635,0.62,2.28,0.33999999999999997,2.255,2.280230816228899,0.025230816228899222,0.011188832030553979
AAPL,2023-05-16,2023-05-25,2023-06-16,170.0,170.0,long,0.8425229340809411,0.15747706591905886,5.95,3.025,6.1,2.5700000000000003,8.975,8.953042132192676,-0.02195786780732334,-0.002446559087166946
AMD,2023-05-16,2023-05-25,2023-06-16,100.0,100.0,long,0.16832196395209909,0.8316780360479009,6.25,4.324999999999999,21.25,0.65,10.575,7.373807404714892,-3.2011925952851072,-0.30271324778109765
INTC,2023-05-16,2023-05-25,2023-06-16,29.0,29.0,long,0.5880867248744164,0.4119132751255836,1.32,0.925,0.445,1.955,2.245,2.399547557600595,0.15454755760059502,0.06884078289558798
MARA,2023-05-16,2023-05-25,2023-06-16,9.0,9.0,long,0.6425857372480959,0.35741426275190413,1.24,1.065,0.96,0.9450000000000001,2.3049999999999997,1.8777174598069701,-0.4272825401930296,-0.18537203479090222
META,2023-05-16,2023-05-25,2023-06-16,240.0,240.0,long,0.5140355605558237,0.48596443944417633,8.399999999999999,8.55,16.775,3.375,16.95,20.651360000671612,3.701360000671613,0.21836932157354652
MSFT,2023-05-16,2023-05-25,2023-06-16,310.0,310.0,long,0.9512428449712018,0.04875715502879818,9.100000000000001,6.45,19.35,2.3499999999999996,15.55,31.72918305195043,16.179183051950428,1.0404619326013136
NIO,2023-05-16,2023-05-25,2023-06-16,7.5,7.5,long,0.3559031724698626,0.6440968275301374,0.905,0.46499999999999997,0.635,0.585,1.37,1.4522513464448856,0.08225134644488552,0.06003747915685074
RIVN,2023-05-16,2023-05-25,2023-06-16,12.5,12.5,long,0.5616869630655555,0.43831303693444446,1.4049999999999998,0.755,2.4,0.305,2.1599999999999997,2.4549094028899416,0.29490940288994194,0.13653213096756572
AMD,2023-05-17,2023-05-26,2023-06-16,105.0,105.0,long,0.2721932697321091,0.7278067302678909,4.725,5.5,22.85,0.645,10.225,14.332104092742124,4.107104092742125,0.4016727719063203
MARA,2023-05-17,2023-05-26,2023-06-16,10.0,10.0,long,0.47831517928597433,0.5216848207140257,1.23,1.22,0.575,1.745,2.45,2.3759682576044368,-0.07403174239556343,-0.030217037712474866
META,2023-05-17,2023-05-26,2023-06-16,240.0,240.0,long,0.5554882319279739,0.4445117680720261,10.05,6.625,24.525,1.6749999999999998,16.675,24.477951150457603,7.802951150457602,0.46794309747871676
MSFT,2023-05-17,2023-05-26,2023-06-16,315.0,315.0,long,0.9495883752178714,0.05041162478212857,7.05,6.9,20.85,2.025,13.95,39.38296796789513,25.432967967895127,1.8231518256555648
RIVN,2023-05-17,2023-05-26,2023-06-16,12.5,12.5,long,0.454621856285925,0.545378143714075,1.56,0.61,2.895,0.195,2.17,2.2090935178481645,0.039093517848164616,0.018015446012979087
AMD,2023-05-18,2023-05-30,2023-06-16,110.0,110.0,long,0.29396343416157583,0.7060365658384242,4.45,6.1,16.725,1.14,10.55,13.048112506193158,2.4981125061931575,0.23678791527897225
F,2023-05-18,2023-05-30,2023-06-16,11.35,11.35,long,0.39758722961449394,0.602412770385506,0.63,0.295,1.3250000000000002,0.065,0.925,0.8962606024946889,-0.02873939750531118,-0.031069618924660737
MARA,2023-05-18,2023-05-30,2023-06-16,9.0,9.0,long,0.5888073715593959,0.4111926284406041,1.2650000000000001,0.96,1.05,0.73,2.225,1.783139740419464,-0.4418602595805361,-0.1985888807103533
MSFT,2023-05-18,2023-05-30,2023-06-16,320.0,320.0,long,0.9197855646890687,0.08021443531093131,6.675,6.75,14.5,2.68,13.425,27.251194845979782,13.826194845979781,1.029884159849518
PLTR,2023-05-18,2023-05-30,2023-06-16,12.0,12.0,long,0.08010392486796925,0.9198960751320308,0.71,0.91,2.9450000000000003,0.185,1.62,0.8412237082928039,-0.7787762917071962,-0.48072610599209636
RIVN,2023-05-18,2023-05-30,2023-06-16,12.5,12.5,long,0.43370044682012365,0.5662995531798763,1.6549999999999998,0.565,2.63,0.215,2.2199999999999998,2.008430118190471,-0.21156988180952885,-0.09530174856285084
AMD,2023-05-19,2023-05-31,2023-06-16,105.0,105.0,long,0.2873933797282378,0.7126066202717622,5.7,4.375,14.524999999999999,1.0,10.075,9.01944660844678,-1.0555533915532198,-0.10476956739982331
AMZN,2023-05-19,2023-05-31,2023-06-23,116.0,116.0,long,0.603421544974575,0.396578455025425,4.525,3.6500000000000004,7.075,1.8050000000000002,8.175,9.316127406077195,1.141127406077194,0.13958745028467204
F,2023-05-19,2023-05-31,2023-06-16,11.35,11.35,long,0.6732226542625861,0.3267773457374139,0.635,0.28500000000000003,0.8,0.135,0.92,0.9227082905616394,0.0027082905616393482,0.002943794088738422
F,2023-05-19,2023-05-31,2023-06-23,11.5,11.5,long,0.9330488410884336,0.06695115891156644,0.5700000000000001,0.37,0.745,0.22999999999999998,0.9400000000000001,1.1854617229993982,0.24546172299939817,0.26112949255255125
MARA,2023-05-19,2023-05-31,2023-06-16,9.0,9.0,long,0.461920129511068,0.538079870488932,1.08,1.005,1.275,0.55,2.085,1.7509703774758314,-0.33402962252416857,-0.1602060539684262
META,2023-05-19,2023-05-31,2023-06-23,245.0,245.0,long,0.8339581696782239,0.1660418303217761,9.875,8.175,23.0,2.21,18.05,35.8702367542985,17.820236754298502,0.9872707343101663
MSFT,2023-05-19,2023-05-31,2023-06-16,320.0,320.0,long,0.9459448089959173,0.05405519100408274,6.55,6.65,13.125,2.8499999999999996,13.2,25.326399183259273,12.126399183259274,0.9186666047923693
MSFT,2023-05-19,2023-05-31,2023-06-16,320.0,320.0,long,0.9459448089959173,0.05405519100408274,6.55,6.65,13.125,2.8499999999999996,13.2,25.326399183259273,12.126399183259274,0.9186666047923693
MSFT,2023-05-19,2023-05-31,2023-06-23,320.0,320.0,long,0.93396444037803,0.06603555962197005,7.475,7.325,14.149999999999999,3.575,14.8,26.642986334828162,11.842986334828161,0.8002017793802811
